# benchmark_trace -pirType DPF -trace=safebrowsing/trace.txt
      Timestamp        NumAdds     NumDeleted     NumQueries ServerTime[us] ClientTime[us]      CommBytes
     1608252461        3124860              0              0          12351         996856       16002120
     1608252482              0              0              1          20480            319           1558
     1608254245            517            211              0             20          55035           4197
     1608254971              0              0              1          20334            188           1558
     1608258033              0              0              1          20497            222           1558
     1608258201              0              0              1          21979            183           1558
     1608258201              0              0              1          20615            159           1558
     1608258606              0              0              1          20900            167           1558
     1608259759            166             17              0             18         351928           1407
     1608260401              0              0              1          20605            179           1558
     1608261047           1119            186              0             22          56715           7153
     1608265638           1138            182              0             24          56765           7234
     1608267614            413            321              0             20          56656           4230
     1608269422            423            196              0             35         581534           3638
     1608271228            243             67              0             19          50533           2058
     1608272608              0              0              1          22337            263           1558
     1608272762              0              0              1          21446            263           1558
     1608272841              0              0              1          21965            217           1558
     1608273009            327            109              0             21          52120           2704
     1608273438              0              0              1          21384            167           1558
     1608305354           4767           3057              0             69         494977          40523
     1608305674              0              0              1          20679            193           1558
     1608305927              0              0              1          20755            159           1558
     1608307173            188             30              0             18          51014           1587
     1608309003            347             25              0             19          53021           2375
     1608313207            449            897              0             28         280666           7365
     1608313295              0              0              1          20338            195           1558
     1608313675              0              0              1          24107            179           1558
     1608314554              0              0              1          22022            174           1558
     1608314990            310            315              0             22          52516           3673
     1608316781            202             23              0             19          53656           1624
     1608319029            494             63              0             26         283644           3325
     1608340378              0              0              1          21100            177           1558
     1608350633           4025           1779              0             44          53970          30202
     1608352655            245             63              0             21          52928           2048
     1608354564              0              0              1          21170            184           1558
     1608354642              0              0              1          23339            206           1558
     1608354725              0              0              1          21164            161           1558
     1608355013              0              0              1          20648            213           1558
     1608355208              0              0              1          20902            174           1558
     1608355254            295             42              0             20          52542           2197
     1608355266              0              0              1          20673            161           1558
     1608357049            182             21              0             20          52929           1511
     1608357207              0              0              1          20893            167           1558
     1608392298           3643           1921              0             40         111126          28964
     1608392484              0              0              1          20700            181           1558
     1608392561              0              0              1          21152            178           1558
     1608392847              0              0              1          21327            163           1558
     1608392847              0              0              1          20526            174           1558
     1608392848              0              0              1          20781            163           1558
     1608393142              0              0              1          20631            166           1558
     1608393369              0              0              1          21015            180           1558
     1608393723              0              0              1          21936            188           1558
     1608393763              0              0              1          21818            187           1558
     1608393946              0              0              1          21342            179           1558
     1608394080            227             44              0             18          52196           1860
     1608394177              0              0              1          20860            188           1558
     1608394334              0              0              1          21014            191           1558
     1608394457              0              0              1          21507            230           1558
     1608394511              0              0              1          20959            190           1558
     1608394643              0              0              1          20787            176           1558
     1608395012              0              0              1          21133            178           1558
     1608395461              0              0              1          20957            171           1558
     1608395919            189             36              0             17          53048           1624
     1608396006              0              0              1          21392            197           1558
     1608397012              0              0              1          20917            167           1558
     1608397730            225            915              0             24          53183           6310
     1608397765              0              0              1          21969            174           1558
     1608397774              0              0              1          21502            174           1558
     1608397774              0              0              1          21369            204           1558
     1608397883              0              0              1          20801            158           1558
     1608397939              0              0              1          20758            156           1558
     1608399235              0              0              1          21680            161           1558
     1608399548            255            185              0             21          52637           2726
     1608422480           2693            556              0             35          55840          17117
     1608424254            209             29              0             19          53197           1690
     1608426071            169             44              0             22          52836           1560
     1608427891            158             13              0             20         481575           1347
     1608428611              0              0              1          20936            210           1558
     1608429226              0              0              1          20843            187           1558
     1608429606              0              0              1          20598            175           1558
     1608429670            117              9              0             16          54503           1113
     1608431447            256             50              0             19          52978           2040
     1608432099              0              0              1          25704            307           1558
     1608433257            131             19              0             18          53528           1238
     1608435060            157            133              0             20          53643           1957
     1608436834             68             33              0             19          53111            987
     1608436960              0              0              1          20802            173           1558
     1608438318              0              0              1          21162            222           1558
     1608438647            280             33              0             19          53086           2075
     1608440434            250             46              0             26          52705           1987
     1608442210            454             64              0             20          54109           3123
     1608443264              0              0              1          21078            175           1558
     1608443501              0              0              1          39728            588           1558
     1608478050           4502           1487              0             41          54664          31146
     1608479830            113              2              0             18          52993           1058
     1608481455              0              0              1          20876            169           1558
     1608481868              0              0              1          20566            185           1558
