# benchmark_trace -pirType Matrix -trace=safebrowsing/trace.txt
      Timestamp        NumAdds     NumDeleted     NumQueries ServerTime[us] ClientTime[us]      CommBytes
     1608252461        3124860              0              0          11870         842061       16002120
     1608252482              0              0              1           9767            791          40894
     1608254245            517            211              0             25         644634           4197
     1608254971              0              0              1           9755            570          40898
     1608258033              0              0              1           9275            649          40898
     1608258201              0              0              1           9190            595          40898
     1608258201              0              0              1           9276            572          40898
     1608258606              0              0              1           9361            505          40898
     1608259759            166             17              0             22          55602           1407
     1608260401              0              0              1           9707            543          40898
     1608261047           1119            186              0             23         327422           7153
     1608265638           1138            182              0             23          52605           7234
     1608267614            413            321              0             21          52389           4230
     1608269422            423            196              0             19          56133           3638
     1608271228            243             67              0             19         356625           2058
     1608272608              0              0              1           9347            568          40920
     1608272762              0              0              1           9112            590          40920
     1608272841              0              0              1           9024            492          40920
     1608273009            327            109              0             19          52249           2704
     1608273438              0              0              1           9116            564          40922
     1608305354           4767           3057              0             50          54251          40523
     1608305674              0              0              1           9338            584          40952
     1608305927              0              0              1           9275            613          40952
     1608307173            188             30              0             19         536097           1587
     1608309003            347             25              0             18          54235           2375
     1608313207            449            897              0             20          52668           7365
     1608313295              0              0              1           9265            527          40960
     1608313675              0              0              1           9616            547          40960
     1608314554              0              0              1           9222            564          40960
     1608314990            310            315              0             22         474525           3673
     1608316781            202             23              0             17          51400           1624
     1608319029            494             63              0             19          52541           3325
     1608340378              0              0              1           9851            581          40966
     1608350633           4025           1779              0             43          91500          30202
     1608352655            245             63              0             19          51891           2048
     1608354564              0              0              1           9181            582          40992
     1608354642              0              0              1           9523            577          40992
     1608354725              0              0              1           9283            519          40992
     1608355013              0              0              1          10743            584          40992
     1608355208              0              0              1           9290            549          40992
     1608355254            295             42              0             32          52851           2197
     1608355266              0              0              1           9345            580          40994
     1608357049            182             21              0             20          52537           1511
     1608357207              0              0              1           9414            502          40996
     1608392298           3643           1921              0             41          54816          28964
     1608392484              0              0              1           9356            522          41020
     1608392561              0              0              1           9446            517          41020
     1608392847              0              0              1           9296            565          41020
     1608392847              0              0              1           9363            533          41020
     1608392848              0              0              1           9206            534          41020
