# benchmark_trace -pirType NonPrivate -trace=safebrowsing/trace.txt
      Timestamp        NumAdds     NumDeleted     NumQueries ServerTime[us] ClientTime[us]      CommBytes
     1608252461        3124860              0              0          11247         798866       16002120
     1608252482              0              0              1              1            183            950
     1608254245            517            211              0             23          55832           4197
     1608254971              0              0              1              1             80            950
     1608258033              0              0              1              6            216            950
     1608258201              0              0              1              2             86            950
     1608258201              0              0              1              2             92            950
     1608258606              0              0              1              1             89            950
     1608259759            166             17              0             18          52318           1407
     1608260401              0              0              1              2             91            950
     1608261047           1119            186              0             20          52449           7153
     1608265638           1138            182              0             20          56673           7234
     1608267614            413            321              0             20         336431           4230
     1608269422            423            196              0             20          53688           3638
     1608271228            243             67              0             19          51410           2058
     1608272608              0              0              1              2             85            950
     1608272762              0              0              1              2             82            950
     1608272841              0              0              1              1             91            950
     1608273009            327            109              0             18          52786           2704
     1608273438              0              0              1              2            117            950
     1608305354           4767           3057              0             45          57547          40523
     1608305674              0              0              1              2            105            950
     1608305927              0              0              1              2             92            950
     1608307173            188             30              0             17          54370           1587
     1608309003            347             25              0             17          53037           2375
     1608313207            449            897              0             24          53146           7365
     1608313295              0              0              1              1             83            950
     1608313675              0              0              1              1             84            950
     1608314554              0              0              1              2             95            950
     1608314990            310            315              0             21         339054           3673
     1608316781            202             23              0             17          52194           1624
     1608319029            494             63              0             18          53114           3325
     1608340378              0              0              1              2             89            950
     1608350633           4025           1779              0             39          54120          30202
     1608352655            245             63              0             21          54642           2048
     1608354564              0              0              1              2             95            950
     1608354642              0              0              1              2             78            950
     1608354725              0              0              1              4            163            950
     1608355013              0              0              1              2             99            950
     1608355208              0              0              1              2             85            950
     1608355254            295             42              0             20          52942           2197
     1608355266              0              0              1              1             93            950
     1608357049            182             21              0             17          51356           1511
     1608357207              0              0              1              1             80            950
     1608392298           3643           1921              0             38          53450          28964
     1608392484              0              0              1              1             83            950
     1608392561              0              0              1              1             88            950
     1608392847              0              0              1              7            102            950
     1608392847              0              0              1              2            239            950
     1608392848              0              0              1              2             94            950
     1608393142              0              0              1              1             84            950
     1608393369              0              0              1              2             87            950
     1608393723              0              0              1              3             87            950
     1608393763              0              0              1              1             88            950
     1608393946              0              0              1              1            115            950
     1608394080            227             44              0             17          54888           1860
     1608394177              0              0              1              2            167            950
     1608394334              0              0              1              2             91            950
     1608394457              0              0              1              4            121            950
     1608394511              0              0              1              2             89            950
     1608394643              0              0              1              4            152            950
     1608395012              0              0              1              2             97            950
     1608395461              0              0              1              2             83            950
     1608395919            189             36              0             30          53279           1624
     1608396006              0              0              1              1             82            950
     1608397012              0              0              1              2             84            950
     1608397730            225            915              0             23          57027           6310
     1608397765              0              0              1              1             94            950
     1608397774              0              0              1              1             81            950
     1608397774              0              0              1              2            196            950
     1608397883              0              0              1              2             94            950
     1608397939              0              0              1              1             81            950
     1608399235              0              0              1              1             85            950
     1608399548            255            185              0             20          77421           2726
     1608422480           2693            556              0             31          62391          17117
     1608424254            209             29              0             19          65067           1690
     1608426071            169             44              0             18          69963           1560
     1608427891            158             13              0             19         607523           1347
     1608428611              0              0              1              2             88            950
     1608429226              0              0              1              3             81            950
     1608429606              0              0              1              2             81            950
     1608429670            117              9              0             17          65431           1113
     1608431447            256             50              0             20          62598           2040
     1608432099              0              0              1              1             79            950
     1608433257            131             19              0             19         111600           1238
     1608435060            157            133              0             18          55150           1957
     1608436834             68             33              0             21          55678            987
     1608436960              0              0              1              2             83            950
     1608438318              0              0              1              2             87            950
     1608438647            280             33              0             18          54321           2075
     1608440434            250             46              0             16          53522           1987
     1608442210            454             64              0             19          54842           3123
     1608443264              0              0              1              2            107            950
     1608443501              0              0              1              2             87            950
     1608478050           4502           1487              0             43          55470          31146
     1608479830            113              2              0             19          54098           1058
     1608481455              0              0              1              1             83            950
     1608481868              0              0              1              1             81            950
     1608481946            256             34              0             19          54766           1954
     1608482002              0              0              1              1             91            950
     1608482070              0              0              1              1             98            950
     1608482142              0              0              1              3            151            950
     1608482417              0              0              1              3            166            950
     1608483130              0              0              1              2             97            950
     1608483284              0              0              1              1             80            950
     1608483637              0              0              1              1             90            950
     1608501023           2933           1905              0             41          57203          25247
     1608501051              0              0              1              1             82            950
     1608501060              0              0              1              1             81            950
     1608502309              0              0              1              2             82            950
     1608502461              0              0              1              1            104            950
     1608503864              0              0              1              2             89            950
     1608503995              0              0              1              1             83            950
     1608504009            358            102              0             20          99633           2827
     1608504079              0              0              1              2             92            950
     1608504815              0              0              1              1             80            950
     1608505880              0              0              1              1             80            950
     1608505906              0              0              1              1             88            950
     1608506154              0              0              1              2             82            950
     1608506154              0              0              1              1             82            950
     1608506208            406            236              0             19          55138           3759
     1608506422              0              0              1              1             77            950
     1608508005            171             44              0             18          52859           1570
     1608509805            306             95              0             16          53785           2524
     1608509873              0              0              1              2             95            950
     1608510402              0              0              1              1             79            950
     1608510413              0              0              1              1             81            950
     1608510457              0              0              1              2             96            950
     1608510467              0              0              1              1             77            950
     1608511621            163             29              0             18          52158           1453
     1608512242              0              0              1              1             80            950
     1608512244              0              0              1              1             79            950
     1608519461           1131            333              0             30         274158           7969
     1608564530           5812           3880              0             79          62311          50105
     1608565098              0              0              1              2             75            950
     1608565098              0              0              1              2             83            950
     1608565098              0              0              1              1             79            950
     1608565172              0              0              1              1             80            950
     1608565367              0              0              1              2             77            950
     1608565395              0              0              1              1             82            950
     1608566309            269            265              0             18          54307           3205
     1608567759              0              0              1              1             83            950
     1608568052              0              0              1              2             93            950
     1608568425              0              0              1              4            168            950
     1608568844            322             59              0             19          52810           2424
     1608569046              0              0              1              2             87            950
     1608569046              0              0              1              2             80            950
     1608570660            209            907              0             22          54115           6188
     1608570740              0              0              1              1             93            950
     1608592439           3858           3072              0             57          95710          35966
     1608593614              0              0              1              3            154            950
     1608593872              0              0              1              3            189            950
     1608594041              0              0              1              4            118            950
     1608594099              0              0              1             10             98            950
     1608594162              0              0              1              1             78            950
     1608594223            208             66              0             17          55397           1876
     1608594408              0              0              1              1             80            950
     1608594524              0              0              1              3            114            950
     1608594598              0              0              1              2            104            950
     1608594749              0              0              1              1             81            950
     1608594950              0              0              1              1             84            950
