Time,Latency
1614142699,76
1614142699,73
1614142699,74
1614142699,79
1614142699,66
1614142699,67
1614142699,77
1614142700,79
1614142700,75
1614142700,77
1614142700,74
1614142700,70
1614142700,74
1614142700,80
1614142700,78
1614142700,76
1614142700,85
1614142700,1084
1614142701,69
1614142702,70
1614142702,78
1614142702,78
1614142702,79
1614142702,71
1614142702,72
1614142702,71
1614142702,72
1614142702,72
1614142702,71
1614142702,72
1614142702,67
1614142702,77
1614142702,71
1614142703,70
1614142703,78
1614142703,80
1614142703,79
1614142703,80
1614142703,75
1614142703,77
1614142703,75
1614142703,77
1614142703,75
1614142703,80
1614142703,71
1614142703,71
1614142704,73
1614142704,73
1614142704,76
1614142704,73
1614142704,73
1614142704,73
1614142704,74
1614142704,76
1614142704,74
1614142704,75
1614142704,76
1614142704,74
1614142704,79
1614142705,70
1614142705,68
1614142705,74
1614142705,70
1614142705,68
1614142705,73
1614142705,126
1614142705,75
1614142705,76
1614142705,76
1614142705,77
1614142705,75
1614142705,78
1614142706,78
1614142706,76
1614142706,66
1614142706,67
1614142706,64
1614142706,65
1614142706,64
1614142706,80
1614142706,69
1614142706,65
1614142706,68
1614142706,67
1614142706,69
1614142706,69
1614142706,73
1614142707,75
1614142707,78
1614142707,73
1614142707,82
1614142707,77
1614142707,77
1614142707,69
1614142707,70
1614142707,72
1614142707,77
1614142707,80
1614142707,71
1614142707,66
1614142708,66
1614142708,66
1614142708,66
1614142708,65
1614142708,64
1614142708,65
1614142708,64
1614142708,64
1614142708,65
1614142708,67
1614142708,65
1614142708,65
1614142708,65
1614142708,93
1614142708,67
1614142709,65
1614142709,71
1614142709,1133
1614142710,66
1614142710,64
1614142710,67
1614142710,64
1614142710,67
1614142710,70
1614142710,72
1614142710,71
1614142710,72
1614142710,72
1614142711,72
1614142711,126
1614142711,68
1614142711,70
1614142711,67
1614142711,68
1614142711,69
1614142711,69
1614142711,72
1614142711,70
1614142711,72
1614142711,71
1614142711,70
1614142711,72
1614142712,73
1614142712,75
1614142712,72
1614142712,68
1614142712,67
1614142712,71
1614142712,72
1614142712,67
1614142712,65
1614142712,66
1614142712,80
1614142712,166
1614142713,68
1614142713,75
1614142713,76
1614142713,77
1614142713,74
1614142713,71
1614142713,76
1614142713,70
1614142713,75
1614142713,72
1614142713,79
1614142713,78
1614142713,65
1614142713,64
1614142714,1100
1614142715,74
1614142715,77
1614142715,64
1614142715,64
1614142715,64
1614142715,64
1614142715,70
1614142715,70
1614142715,71
1614142715,71
1614142715,70
1614142715,69
1614142715,76
1614142716,69
1614142716,70
1614142716,64
1614142716,64
1614142716,64
1614142716,64
1614142716,65
1614142716,65
1614142716,65
1614142716,66
1614142716,67
1614142716,71
1614142716,67
1614142716,67
1614142716,67
1614142717,67
1614142717,68
1614142717,69
1614142717,66
1614142717,66
1614142717,68
1614142717,69
1614142717,66
1614142717,69
1614142717,67
1614142717,73
1614142717,74
1614142717,69
1614142717,77
1614142718,75
1614142718,65
1614142718,73
1614142718,70
1614142718,70
1614142718,69
1614142718,78
1614142718,71
1614142718,67
1614142718,77
1614142718,77
1614142718,67
1614142718,72
1614142718,80
1614142719,77
1614142719,76
1614142719,71
1614142719,70
1614142719,70
1614142719,70
1614142719,74
1614142719,72
1614142719,67
1614142719,73
1614142719,71
1614142719,70
1614142719,75
1614142719,78
1614142720,68
1614142720,72
1614142720,76
1614142720,71
1614142720,74
1614142720,134
1614142720,73
1614142720,68
1614142720,72
1614142720,75
1614142720,135
1614142720,72
1614142721,201
1614142721,66
1614142721,66
1614142721,66
1614142721,67
1614142721,67
1614142721,67
1614142721,67
1614142721,67
1614142721,67
1614142721,67
1614142721,73
1614142722,77
1614142722,76
1614142722,66
1614142722,73
1614142722,70
1614142722,1083
1614142723,66
1614142723,72
1614142723,68
1614142723,67
1614142723,74
1614142723,66
1614142723,64
1614142723,65
1614142723,66
1614142724,65
1614142724,65
1614142724,65
1614142724,64
1614142724,66
1614142724,70
1614142724,71
1614142724,70
1614142724,68
1614142724,64
1614142724,69
1614142724,66
1614142724,72
1614142724,74
1614142725,69
1614142725,71
1614142725,71
1614142725,72
1614142725,67
1614142725,65
1614142725,67
1614142725,66
1614142725,67
1614142725,74
1614142725,74
1614142725,67
1614142725,65
1614142725,66
1614142725,65
1614142726,68
1614142726,70
1614142726,69
1614142726,69
1614142726,71
1614142726,70
1614142726,73
1614142726,76
1614142726,78
1614142726,75
1614142726,82
1614142726,69
1614142726,66
1614142726,76
1614142727,78
1614142727,81
1614142727,77
1614142727,70
1614142727,70
1614142727,69
1614142727,68
1614142727,74
1614142727,81
1614142727,79
1614142727,72
1614142727,68
1614142727,73
1614142728,69
1614142728,74
1614142728,70
1614142728,70
1614142728,72
1614142728,74
1614142728,75
1614142728,73
1614142728,74
1614142728,78
1614142728,79
1614142728,67
1614142728,67
1614142728,68
1614142729,74
1614142729,67
1614142729,76
1614142729,80
1614142729,78
1614142729,71
1614142729,74
1614142729,72
1614142729,67
1614142729,67
1614142729,68
1614142729,73
1614142729,68
1614142729,106
1614142730,65
1614142730,70
1614142730,72
1614142730,75
1614142730,74
1614142730,75
1614142730,1076
1614142731,75
1614142731,78
1614142731,67
1614142731,66
1614142731,65
1614142731,65
1614142732,67
1614142732,69
1614142732,66
1614142732,65
1614142732,64
1614142732,64
1614142732,64
1614142732,65
1614142732,64
1614142732,65
1614142732,72
1614142732,73
1614142732,67
1614142732,70
1614142732,74
1614142733,74
1614142733,75
1614142733,69
1614142733,65
1614142733,80
1614142733,75
1614142733,79
1614142733,65
1614142733,64
1614142733,64
1614142733,112
1614142733,76
1614142733,76
1614142734,154
1614142734,67
1614142734,67
1614142734,69
1614142734,74
1614142734,76
1614142734,74
1614142734,76
1614142734,73
1614142734,76
1614142734,74
1614142734,76
1614142734,75
1614142735,72
1614142735,73
1614142735,77
1614142735,76
1614142735,74
1614142735,74
1614142735,238
1614142735,76
1614142735,69
1614142735,69
1614142735,79
1614142736,68
1614142736,77
1614142736,80
1614142736,76
1614142736,70
1614142736,74
1614142736,78
1614142736,77
1614142736,81
1614142736,78
1614142736,86
1614142736,76
1614142736,74
1614142737,78
1614142737,76
1614142737,79
1614142737,76
1614142737,77
1614142737,81
1614142737,76
1614142737,76
1614142737,79
1614142737,91
1614142737,73
1614142737,79
1614142737,76
1614142738,75
1614142738,75
1614142738,76
1614142738,71
1614142738,75
1614142738,73
1614142738,75
1614142738,68
1614142738,77
1614142738,75
1614142738,68
1614142738,81
1614142738,79
1614142739,73
1614142739,79
1614142739,1126
1614142740,70
1614142740,71
1614142740,70
1614142740,68
1614142740,72
1614142740,79
1614142740,72
1614142740,66
1614142740,74
1614142740,77
1614142741,72
1614142741,67
1614142741,71
1614142741,71
1614142741,73
1614142741,69
1614142741,68
1614142741,73
1614142741,70
1614142741,68
1614142741,71
1614142741,72
1614142741,74
1614142741,83
1614142742,79
1614142742,82
1614142742,76
1614142742,72
1614142742,175
1614142742,76
1614142742,73
1614142742,69
1614142742,77
1614142742,72
1614142742,68
1614142742,75
1614142743,78
1614142743,77
1614142743,80
1614142743,77
1614142743,75
1614142743,76
1614142743,71
1614142743,65
1614142743,77
1614142743,70
1614142743,72
1614142743,69
1614142743,75
1614142744,1108
1614142745,71
1614142745,64
1614142745,66
1614142745,68
1614142745,68
1614142745,68
1614142745,69
1614142745,69
1614142745,70
1614142745,70
1614142745,68
1614142745,69
1614142745,68
1614142746,70
1614142746,68
1614142746,68
1614142746,68
1614142746,69
1614142746,68
1614142746,69
1614142746,77
1614142746,82
1614142746,78
1614142746,72
1614142746,66
1614142746,64
1614142746,74
1614142747,70
1614142747,74
1614142747,77
1614142747,81
1614142747,79
1614142747,74
1614142747,76
1614142747,77
1614142747,69
1614142747,75
1614142747,74
1614142747,72
1614142747,74
1614142748,75
1614142748,79
1614142748,81
1614142748,77
1614142748,78
1614142748,72
1614142748,75
1614142748,77
1614142748,78
1614142748,81
1614142748,76
1614142748,73
1614142748,72
1614142749,78
1614142749,77
1614142749,77
1614142749,77
1614142749,73
1614142749,78
1614142749,66
1614142749,66
1614142749,67
1614142749,65
1614142749,74
1614142749,78
1614142749,77
1614142749,71
1614142750,78
1614142750,77
1614142750,70
1614142750,67
1614142750,68
1614142750,64
1614142750,68
1614142750,75
1614142750,75
1614142750,72
1614142750,65
1614142750,64
1614142750,64
1614142750,65
1614142751,64
1614142751,67
1614142751,72
1614142751,71
1614142751,67
1614142751,76
1614142751,72
1614142751,70
1614142751,74
1614142751,76
1614142751,78
1614142751,69
1614142751,75
1614142751,79
1614142752,74
1614142752,273
1614142752,67
1614142752,66
1614142752,1093
1614142753,68
1614142753,70
1614142753,68
1614142753,70
1614142753,74
1614142753,66
1614142754,75
1614142754,72
1614142754,76
1614142754,75
1614142754,79
1614142754,76
1614142754,73
1614142754,75
1614142754,73
1614142754,74
1614142754,77
1614142754,66
1614142754,68
1614142754,65
1614142755,66
1614142755,68
1614142755,67
1614142755,69
1614142755,69
1614142755,68
1614142755,69
1614142755,71
1614142755,69
1614142755,70
1614142755,69
1614142755,69
1614142755,65
1614142755,69
1614142756,71
1614142756,73
1614142756,72
1614142756,69
1614142756,68
1614142756,68
1614142756,69
1614142756,67
1614142756,69
1614142756,68
1614142756,70
1614142756,73
1614142756,71
1614142756,69
1614142757,69
1614142757,1096
1614142758,81
1614142758,70
1614142758,67
1614142758,67
1614142758,68
1614142758,67
1614142758,68
1614142758,76
1614142758,70
1614142758,68
1614142758,69
1614142758,70
1614142759,68
1614142759,68
1614142759,69
1614142759,71
1614142759,72
1614142759,66
1614142759,66
1614142759,67
1614142759,68
1614142759,67
1614142759,68
1614142759,70
1614142759,68
1614142759,70
1614142759,68
1614142760,68
1614142760,69
1614142760,68
1614142760,69
1614142760,67
1614142760,69
1614142760,70
1614142760,68
1614142760,69
1614142760,68
1614142760,70
1614142760,73
1614142760,70
1614142760,72
1614142761,70
1614142761,71
1614142761,69
1614142761,69
1614142761,69
1614142761,72
1614142761,66
1614142761,67
1614142761,66
1614142761,65
1614142761,71
1614142761,76
1614142761,69
1614142761,69
1614142762,69
1614142762,71
1614142762,69
1614142762,67
1614142762,64
1614142762,77
1614142762,74
1614142762,65
1614142762,65
1614142762,163
1614142762,67
1614142762,64
1614142762,66
1614142762,75
1614142763,80
1614142763,74
1614142763,70
1614142763,70
1614142763,73
1614142763,72
1614142763,66
1614142763,64
1614142763,65
1614142763,72
1614142763,70
1614142763,68
1614142763,67
1614142763,71
1614142764,69
1614142764,71
1614142764,72
1614142764,71
1614142764,67
1614142764,67
1614142764,66
1614142764,67
1614142764,67
1614142764,67
1614142764,67
1614142764,71
1614142764,68
1614142764,70
1614142765,68
1614142765,69
1614142765,1092
1614142766,66
1614142766,66
1614142766,440
1614142766,75
1614142766,64
1614142766,71
1614142767,71
1614142767,65
1614142767,71
1614142767,72
1614142767,72
1614142767,79
1614142767,79
1614142767,79
1614142767,77
1614142767,71
1614142767,70
1614142767,70
1614142767,69
1614142767,71
1614142768,69
1614142768,75
1614142768,72
1614142768,65
1614142768,65
1614142768,66
1614142768,66
1614142768,67
1614142768,66
1614142768,69
1614142768,67
1614142768,67
1614142768,67
1614142768,70
1614142769,69
1614142769,71
1614142769,70
1614142769,70
1614142769,70
1614142769,76
1614142769,80
1614142769,72
1614142769,65
1614142769,67
1614142769,67
1614142769,71
1614142769,70
1614142769,68
1614142770,68
1614142770,68
1614142770,71
1614142770,71
1614142770,68
1614142770,65
1614142770,65
1614142770,67
1614142770,68
1614142770,68
1614142770,67
1614142770,69
1614142770,68
1614142770,70
1614142770,68
1614142771,69
1614142771,69
1614142771,69
1614142771,75
1614142771,70
1614142771,68
1614142771,68
1614142771,69
1614142771,68
1614142771,67
1614142771,68
1614142771,69
1614142771,68
1614142771,72
1614142772,67
1614142772,69
1614142772,69
1614142772,67
1614142772,71
1614142772,68
1614142772,68
1614142772,67
1614142772,69
1614142772,68
1614142772,68
1614142772,71
1614142772,342
1614142773,64
1614142773,65
1614142773,66
1614142773,65
1614142773,65
1614142773,66
1614142773,64
1614142773,65
1614142773,65
1614142773,1109
1614142774,67
1614142774,69
1614142775,67
1614142775,67
1614142775,68
1614142775,69
1614142775,71
1614142775,68
1614142775,68
1614142775,67
1614142775,68
1614142775,69
1614142775,70
1614142775,69
1614142775,72
1614142775,69
1614142775,67
1614142776,68
1614142776,69
1614142776,73
1614142776,77
1614142776,65
1614142776,65
1614142776,64
1614142776,64
1614142776,64
1614142776,65
1614142776,64
1614142776,68
1614142776,65
1614142776,66
1614142777,64
1614142777,63
1614142777,66
1614142777,74
1614142777,67
1614142777,66
1614142777,66
1614142777,66
1614142777,67
1614142777,70
1614142777,72
1614142777,71
1614142777,75
1614142777,68
1614142777,69
1614142778,68
1614142778,69
1614142778,73
1614142778,74
1614142778,75
1614142778,77
1614142778,75
1614142778,75
1614142778,69
1614142778,68
1614142778,70
1614142778,73
1614142778,68
1614142778,70
1614142779,70
1614142779,68
1614142779,71
1614142779,70
1614142779,69
1614142779,120
1614142779,66
1614142779,66
1614142779,67
1614142779,72
1614142779,68
1614142779,65
1614142779,67
1614142779,68
1614142780,67
1614142780,117
1614142780,65
1614142780,66
1614142780,66
1614142780,66
1614142780,67
1614142780,67
1614142780,66
1614142780,66
1614142780,71
1614142780,68
1614142780,67
1614142780,69
1614142781,68
1614142781,68
1614142781,69
1614142781,69
1614142781,70
1614142781,72
1614142781,69
1614142781,71
1614142781,70
1614142781,71
1614142781,72
1614142781,1136
1614142782,69
1614142783,72
1614142783,70
1614142783,68
1614142783,74
1614142783,77
1614142783,75
1614142783,79
1614142783,80
1614142783,80
1614142783,75
1614142783,74
1614142783,74
1614142783,77
1614142784,75
1614142784,78
1614142784,77
1614142784,73
1614142784,74
1614142784,73
1614142784,78
1614142784,80
1614142784,78
1614142784,77
1614142784,82
1614142784,75
1614142784,77
1614142785,77
1614142785,78
1614142785,77
1614142785,72
1614142785,72
1614142785,77
1614142785,75
1614142785,74
1614142785,74
1614142785,78
1614142785,78
1614142785,70
1614142785,67
1614142785,69
1614142786,71
1614142786,75
1614142786,67
1614142786,66
1614142786,66
1614142786,68
1614142786,71
1614142786,73
1614142786,153
1614142786,1079
1614142787,69
1614142787,65
1614142787,66
1614142788,68
1614142788,71
1614142788,71
1614142788,71
1614142788,69
1614142788,72
1614142788,71
1614142788,70
1614142788,71
1614142788,71
1614142788,67
1614142788,67
1614142788,71
1614142788,70
1614142789,71
1614142789,72
1614142789,71
1614142789,73
1614142789,70
1614142789,65
1614142789,64
1614142789,65
1614142789,64
1614142789,67
1614142789,72
1614142789,74
1614142789,79
1614142789,76
1614142790,65
1614142790,64
1614142790,66
1614142790,71
1614142790,75
1614142790,68
1614142790,67
1614142790,67
1614142790,67
1614142790,66
1614142790,70
1614142790,70
1614142790,70
1614142790,69
1614142790,70
1614142791,69
1614142791,69
1614142791,68
1614142791,70
1614142791,71
1614142791,69
1614142791,68
1614142791,67
1614142791,83
1614142791,253
1614142791,70
1614142792,70
1614142792,70
1614142792,69
1614142792,69
1614142792,70
1614142792,67
1614142792,428
1614142792,64
1614142792,65
1614142793,64
1614142793,65
1614142793,64
1614142793,64
1614142793,64
1614142793,65
1614142793,65
1614142793,65
1614142793,65
1614142793,66
1614142793,65
1614142793,66
1614142793,66
1614142793,67
1614142793,65
1614142793,67
1614142794,67
1614142794,66
1614142794,72
1614142794,73
1614142794,75
1614142794,71
1614142794,74
1614142794,72
1614142794,71
1614142794,70
1614142794,68
1614142794,69
1614142794,68
1614142794,68
1614142795,70
1614142795,67
1614142795,66
1614142795,65
1614142795,65
1614142795,64
1614142795,64
1614142795,65
1614142795,64
1614142795,66
1614142795,143
1614142795,67
1614142795,65
1614142795,65
1614142796,64
1614142796,65
1614142796,66
1614142796,66
1614142796,66
1614142796,67
1614142796,69
1614142796,68
1614142796,68
1614142796,67
1614142796,67
1614142796,68
1614142796,69
1614142796,66
1614142796,70
1614142797,67
1614142797,67
1614142797,67
1614142797,67
1614142797,67
1614142797,68
1614142797,66
1614142797,67
1614142797,66
1614142797,67
1614142797,67
1614142797,69
1614142797,67
1614142797,67
1614142798,67
1614142798,67
1614142798,67
1614142798,91
1614142798,68
1614142798,69
1614142798,68
1614142798,68
1614142798,66
1614142798,65
1614142798,65
1614142798,65
1614142798,66
1614142798,65
1614142798,69
1614142799,68
1614142799,67
1614142799,66
1614142799,68
1614142799,69
1614142799,68
1614142799,69
1614142799,71
1614142799,70
1614142799,72
1614142799,70
1614142799,68
1614142799,67
1614142799,65
1614142800,67
1614142800,66
1614142800,67
1614142800,70
1614142800,69
1614142800,69
1614142800,70
1614142800,69
1614142800,69
1614142800,72
1614142800,71
1614142800,69
1614142800,65
1614142800,66
1614142800,69
1614142801,69
1614142801,70
1614142801,70
1614142801,71
1614142801,70
1614142801,68
1614142801,69
1614142801,120
1614142801,66
1614142801,67
1614142801,68
1614142801,66
1614142801,66
1614142801,68
1614142802,68
1614142802,68
1614142802,68
1614142802,67
1614142802,68
1614142802,68
1614142802,68
1614142802,69
1614142802,68
1614142802,68
1614142802,69
1614142802,69
1614142802,68
1614142802,67
1614142803,67
1614142803,67
1614142803,66
1614142803,72
1614142803,75
1614142803,75
1614142803,73
1614142803,69
1614142803,69
1614142803,68
1614142803,70
1614142803,73
1614142803,69
1614142803,77
1614142804,71
1614142804,78
1614142804,72
1614142804,77
1614142804,68
1614142804,64
1614142804,64
1614142804,64
1614142804,63
1614142804,64
1614142804,64
1614142804,64
1614142804,64
1614142804,64
1614142804,64
1614142805,66
1614142805,66
1614142805,66
1614142805,72
1614142805,72
1614142805,72
1614142805,71
1614142805,71
1614142805,71
1614142805,76
1614142805,167
1614142805,67
1614142805,72
1614142806,69
1614142806,68
1614142806,69
1614142806,67
1614142806,70
1614142806,69
1614142806,233
1614142806,64
1614142806,65
1614142806,66
1614142806,65
1614142806,64
1614142807,65
1614142807,67
1614142807,72
1614142807,66
1614142807,67
1614142807,64
1614142807,66
1614142807,65
1614142807,67
1614142807,69
1614142807,72
1614142807,72
1614142807,73
1614142807,72
1614142807,70
1614142808,69
1614142808,77
1614142808,80
1614142808,85
1614142808,72
1614142808,77
1614142808,81
1614142808,78
1614142808,78
1614142808,77
1614142808,80
1614142808,81
1614142808,76
1614142809,75
1614142809,78
1614142809,76
1614142809,75
1614142809,78
1614142809,73
1614142809,79
1614142809,77
1614142809,77
1614142809,73
1614142809,80
1614142809,78
1614142809,76
1614142810,80
1614142810,74
1614142810,76
1614142810,75
1614142810,68
1614142810,80
1614142810,79
1614142810,76
1614142810,79
1614142810,80
1614142810,78
1614142810,70
1614142810,77
1614142811,80
1614142811,76
1614142811,72
1614142811,78
1614142811,73
1614142811,67
1614142811,67
1614142811,66
1614142811,68
1614142811,70
1614142811,83
1614142811,72
1614142811,67
1614142812,68
1614142812,68
1614142812,67
1614142812,67
1614142812,68
1614142812,69
1614142812,67
1614142812,69
1614142812,67
1614142812,68
1614142812,66
1614142812,68
1614142812,69
1614142812,68
1614142812,68
1614142813,70
1614142813,67
1614142813,69
1614142813,68
1614142813,67
1614142813,67
1614142813,67
1614142813,67
1614142813,69
1614142813,67
1614142813,68
1614142813,69
1614142813,70
1614142813,68
1614142813,67
1614142814,67
1614142814,68
1614142814,70
1614142814,71
1614142814,69
1614142814,74
1614142814,157
1614142814,65
1614142814,65
1614142814,67
1614142814,65
1614142814,64
1614142814,65
1614142815,65
1614142815,67
1614142815,68
1614142815,70
1614142815,68
1614142815,69
1614142815,68
1614142815,69
1614142815,68
1614142815,68
1614142815,68
1614142815,68
1614142815,69
1614142815,68
1614142815,68
1614142816,69
1614142816,68
1614142816,69
1614142816,69
1614142816,67
1614142816,64
1614142816,68
1614142816,70
1614142816,69
1614142816,69
1614142816,70
1614142816,72
1614142816,69
1614142816,70
1614142817,68
1614142817,65
1614142817,75
1614142817,66
1614142817,74
1614142817,71
1614142817,78
1614142817,79
1614142817,77
1614142817,79
1614142817,79
1614142817,74
1614142817,79
1614142818,78
1614142818,78
1614142818,76
1614142818,67
1614142818,69
1614142818,74
1614142818,178
1614142818,66
1614142818,67
1614142818,68
1614142818,71
1614142818,67
1614142818,71
1614142819,71
1614142819,71
1614142819,70
1614142819,71
1614142819,72
1614142819,71
1614142819,68
1614142819,65
1614142819,67
1614142819,69
1614142819,73
1614142819,70
1614142819,69
1614142819,69
1614142820,69
1614142820,68
1614142820,66
1614142820,64
1614142820,64
1614142820,65
1614142820,65
1614142820,67
1614142820,64
1614142820,69
1614142820,74
1614142820,79
1614142820,83
1614142820,81
1614142821,78
1614142821,79
1614142821,79
1614142821,77
1614142821,83
1614142821,72
1614142821,76
1614142821,75
1614142821,77
1614142821,77
1614142821,78
1614142821,75
1614142821,80
1614142822,77
1614142822,76
1614142822,80
1614142822,80
1614142822,68
1614142822,73
1614142822,70
1614142822,78
1614142822,77
1614142822,74
1614142822,75
1614142822,74
1614142822,77
1614142823,78
1614142823,77
1614142823,78
1614142823,73
1614142823,75
1614142823,76
1614142823,77
1614142823,74
1614142823,69
1614142823,67
1614142823,72
1614142823,75
1614142823,73
1614142823,73
1614142824,69
1614142824,70
1614142824,71
1614142824,72
1614142824,70
1614142824,72
1614142824,70
1614142824,71
1614142824,68
1614142824,72
1614142824,68
1614142824,67
1614142824,66
1614142824,68
1614142825,67
1614142825,197
1614142825,65
1614142825,65
1614142825,65
1614142825,65
1614142825,66
1614142825,66
1614142825,66
1614142825,66
1614142825,66
1614142825,66
1614142825,66
1614142826,67
1614142826,69
1614142826,69
1614142826,67
1614142826,66
1614142826,65
1614142826,66
1614142826,64
1614142826,74
1614142826,72
1614142826,65
1614142826,73
1614142826,79
1614142826,77
1614142827,75
1614142827,83
1614142827,78
1614142827,67
1614142827,77
1614142827,69
1614142827,78
1614142827,75
1614142827,75
1614142827,79
1614142827,68
1614142827,66
1614142827,69
1614142827,76
1614142828,259
1614142828,69
1614142828,70
1614142828,69
1614142828,69
1614142828,70
1614142828,69
1614142828,71
1614142828,67
1614142828,65
1614142828,66
1614142828,66
1614142829,68
1614142829,67
1614142829,68
1614142829,69
1614142829,67
1614142829,67
1614142829,66
1614142829,67
1614142829,68
1614142829,67
1614142829,67
1614142829,70
1614142829,66
1614142829,76
1614142830,75
1614142830,74
1614142830,77
1614142830,81
1614142830,65
1614142830,76
1614142830,78
1614142830,75
1614142830,77
1614142830,79
1614142830,75
1614142830,135
1614142830,75
1614142831,67
1614142831,65
1614142831,66
