Seconds,Latency
1614379494,65
1614379494,66
1614379494,67
1614379494,68
1614379494,68
1614379495,66
1614379495,69
1614379495,72
1614379495,69
1614379495,67
1614379495,69
1614379495,68
1614379495,72
1614379495,72
1614379495,68
1614379495,67
1614379495,74
1614379495,79
1614379495,77
1614379496,79
1614379496,81
1614379496,72
1614379496,77
1614379496,74
1614379496,72
1614379496,76
1614379496,65
1614379496,70
1614379496,75
1614379496,76
1614379496,76
1614379496,76
1614379497,80
1614379497,76
1614379497,75
1614379497,78
1614379497,78
1614379497,81
1614379497,73
1614379497,75
1614379497,76
1614379497,73
1614379497,74
1614379497,72
1614379497,73
1614379497,76
1614379498,76
1614379498,76
1614379498,75
1614379498,73
1614379498,73
1614379498,74
1614379498,74
1614379498,74
1614379498,73
1614379498,73
1614379498,72
1614379498,79
1614379498,73
1614379499,75
1614379499,73
1614379499,71
1614379499,79
1614379499,73
1614379499,70
1614379499,68
1614379499,73
1614379499,74
1614379499,73
1614379499,74
1614379499,68
1614379499,65
1614379499,73
1614379500,75
1614379500,74
1614379500,77
1614379500,84
1614379500,77
1614379500,75
1614379500,77
1614379500,75
1614379500,74
1614379500,70
1614379500,75
1614379500,78
1614379500,77
1614379501,70
1614379501,72
1614379501,74
1614379501,74
1614379501,73
1614379501,73
1614379501,76
1614379501,73
1614379501,74
1614379501,68
1614379501,76
1614379501,76
1614379501,68
1614379502,72
1614379502,74
1614379502,66
1614379502,67
1614379502,69
1614379502,67
1614379502,69
1614379502,67
1614379502,68
1614379502,74
1614379502,65
1614379502,68
1614379502,68
1614379502,67
1614379502,66
1614379503,65
1614379503,64
1614379503,70
1614379503,72
1614379503,71
1614379503,68
1614379503,69
1614379503,68
1614379503,69
1614379503,70
1614379503,71
1614379503,69
1614379503,69
1614379503,75
1614379504,69
1614379504,65
1614379504,69
1614379504,78
1614379504,73
1614379504,65
1614379504,64
1614379504,64
1614379504,64
1614379504,64
1614379504,64
1614379504,78
1614379504,68
1614379504,67
1614379504,74
1614379505,65
1614379505,65
