Seconds,Workers,Queries,Latency,Errors
1614318972,100,0,0.00,0
1614318973,100,0,0.00,0
1614318974,100,0,0.00,0
1614318975,100,0,0.00,0
1614318976,100,0,0.00,0
1614318977,100,0,0.00,0
1614318978,100,0,0.00,0
1614318979,100,0,0.00,0
1614318980,100,0,0.00,0
1614318981,100,18,9516.78,0
1614318982,100,39,10461.67,0
1614318983,100,46,11521.33,0
1614318984,100,48,12181.50,0
1614318985,100,48,0.00,0
1614318986,100,48,0.00,0
1614318987,100,48,0.00,0
1614318988,100,48,0.00,0
1614318989,100,51,11255.33,0
1614318990,100,62,15678.30,0
1614318991,100,72,14524.70,0
1614318992,100,78,16938.67,0
1614318993,100,84,10480.60,0
1614318994,100,88,13910.75,0
1614318995,100,88,0.00,0
1614318996,100,88,0.00,0
1614318997,100,89,25251.00,0
1614318998,100,89,0.00,0
1614318999,100,91,13760.50,0
1614319000,100,96,13796.60,0
1614319001,100,103,13681.33,0
1614319002,100,112,13813.67,0
1614319003,100,121,14290.89,0
1614319004,100,124,18515.00,0
1614319005,100,125,11141.00,0
1614319006,100,126,16659.00,0
1614319007,100,126,0.00,0
1614319008,100,128,23263.00,0
1614319009,100,131,12501.00,0
1614319010,100,139,23029.00,0
1614319011,100,148,27323.22,0
1614319012,100,155,16995.14,0
1614319013,100,162,28212.57,0
1614319014,100,168,26803.80,0
1614319015,100,170,9939.00,0
1614319016,100,172,26438.00,0
1614319017,100,173,8163.00,0
1614319018,100,176,18088.33,0
1614319019,100,176,0.00,0
1614319020,100,184,13109.62,0
1614319021,100,190,19470.17,0
1614319022,100,196,16081.25,0
1614319023,100,198,15749.50,0
1614319024,100,200,10652.00,0
1614319025,100,200,0.00,0
1614319026,100,200,0.00,0
1614319027,100,202,30016.50,0
1614319028,100,203,13180.00,0
1614319029,100,209,20434.50,0
1614319030,100,211,9364.00,0
1614319031,100,214,10666.67,0
1614319032,100,215,21115.00,0
1614319033,100,219,23505.75,0
1614319034,100,223,21867.25,0
1614319035,100,227,18005.25,0
1614319036,100,228,11908.00,0
1614319037,100,229,35779.00,0
1614319038,100,231,10397.00,0
1614319039,100,233,14370.00,0
1614319040,100,240,18482.29,0
1614319041,100,240,0.00,0
1614319042,100,243,17499.67,0
1614319043,100,248,16967.80,0
1614319044,100,251,30874.33,0
1614319045,100,255,49597.75,0
1614319046,100,256,74026.00,0
1614319047,100,259,15094.67,0
1614319048,100,261,47682.00,0
1614319049,100,264,20831.00,0
1614319050,100,269,37286.60,0
1614319051,100,275,44201.80,0
1614319052,100,278,19285.67,0
1614319053,100,280,9776.50,0
1614319054,100,286,33870.17,0
1614319055,100,293,23833.71,0
1614319056,100,298,22498.20,0
1614319057,100,302,35969.25,0
1614319058,100,307,26374.80,0
1614319059,100,309,19385.50,0
1614319060,100,311,25283.50,0
1614319061,100,314,10132.33,0
1614319062,100,319,23381.80,0
1614319063,100,323,24902.75,0
1614319064,100,326,13858.67,0
1614319065,100,330,9876.50,0
1614319066,100,332,11183.00,0
1614319067,100,335,10606.50,0
1614319068,100,338,14527.33,0
1614319069,100,342,20076.50,0
1614319070,100,345,16822.33,0
1614319071,100,347,12457.50,0
1614319072,100,350,9615.00,0
1614319073,100,354,10111.00,0
1614319074,100,357,10490.33,0
1614319075,100,362,25172.20,0
1614319076,100,365,13593.00,0
1614319077,100,367,10840.00,0
1614319078,100,373,30474.33,0
1614319079,100,374,10112.00,0
1614319080,100,376,14391.00,0
1614319081,100,380,17398.75,0
1614319082,100,384,28829.75,0
1614319083,100,385,10142.00,0
1614319084,100,391,24200.20,0
1614319085,100,393,24213.50,0
1614319086,100,397,34994.25,0
1614319087,100,402,37402.40,0
1614319088,100,404,10077.50,0
1614319089,100,408,43887.00,0
1614319090,100,410,15558.00,0
1614319091,100,411,9296.00,0
1614319092,100,412,9869.00,0
1614319093,100,418,33687.80,0
1614319094,100,421,34059.67,0
1614319095,100,423,10396.50,0
1614319096,100,424,20246.00,0
1614319097,100,427,20431.67,0
1614319098,100,432,27110.40,0
1614319099,100,437,22908.80,0
1614319100,100,438,9960.00,0
1614319101,100,439,41479.00,0
1614319102,100,441,9965.00,0
1614319103,100,443,16387.00,0
1614319104,100,448,34354.00,0
1614319105,100,452,15922.33,0
1614319106,100,453,18847.00,0
1614319107,100,453,0.00,0
1614319108,100,457,23005.00,0
1614319109,100,462,13188.80,0
1614319110,100,465,19758.67,0
1614319111,100,466,21806.00,0
