Seconds,Latency
1614373620,69
1614373620,69
1614373620,70
1614373620,73
1614373620,73
1614373620,72
1614373620,72
1614373620,71
1614373620,71
1614373621,74
1614373621,81
1614373621,73
1614373621,76
1614373621,74
1614373621,77
1614373621,75
1614373621,76
1614373621,79
1614373621,74
1614373621,79
1614373621,78
1614373621,75
1614373622,75
1614373622,75
1614373622,75
1614373622,73
1614373622,74
1614373622,70
1614373622,78
1614373622,81
1614373622,79
1614373622,82
1614373622,76
1614373622,79
1614373622,73
1614373622,76
1614373623,80
1614373623,79
1614373623,79
1614373623,79
1614373623,76
1614373623,78
1614373623,80
1614373623,79
1614373623,80
1614373623,80
1614373623,77
1614373623,79
1614373624,1086
1614373625,76
1614373625,72
1614373625,76
1614373625,82
1614373625,76
1614373625,75
1614373625,78
1614373625,78
1614373625,77
1614373625,77
1614373625,68
1614373625,77
1614373626,78
1614373626,77
1614373626,69
1614373626,79
1614373626,82
1614373626,79
1614373626,76
1614373626,81
1614373626,77
1614373626,75
1614373626,80
1614373626,83
1614373626,81
1614373627,75
1614373627,81
1614373627,72
1614373627,70
1614373627,69
1614373627,74
1614373627,72
1614373627,74
1614373627,76
1614373627,70
1614373627,70
1614373627,81
1614373627,82
1614373628,76
1614373628,81
1614373628,79
1614373628,74
1614373628,72
1614373628,75
1614373628,76
1614373628,80
1614373628,76
1614373628,80
1614373628,74
1614373628,1116
1614373629,80
1614373630,77
1614373630,77
1614373630,79
1614373630,79
1614373630,80
1614373630,76
1614373630,72
1614373630,72
1614373630,75
1614373630,76
1614373630,68
1614373630,73
1614373630,78
1614373631,80
1614373631,79
1614373631,81
1614373631,82
1614373631,80
1614373631,79
1614373631,71
1614373631,69
1614373631,71
1614373631,77
1614373631,79
1614373631,78
1614373631,74
1614373632,69
1614373632,74
1614373632,78
1614373632,78
1614373632,78
1614373632,78
1614373632,80
1614373632,76
1614373632,72
1614373632,73
1614373632,78
1614373632,79
1614373632,82
1614373633,74
1614373633,83
1614373633,80
1614373633,78
1614373633,77
1614373633,79
1614373633,79
1614373633,72
1614373633,75
1614373633,1100
1614373634,81
1614373634,77
1614373635,74
1614373635,71
1614373635,70
1614373635,78
1614373635,78
1614373635,75
1614373635,79
1614373635,76
1614373635,77
1614373635,79
1614373635,73
1614373635,73
1614373635,73
1614373636,80
1614373636,71
1614373636,69
1614373636,76
1614373636,78
1614373636,79
1614373636,78
1614373636,77
