#Timestamp,Adds,Deletes,Queries
1609109264,358,102,0
1609109334,0,0,1
1609110070,0,0,1
1609111135,0,0,1
1609111161,0,0,1
1609111409,0,0,1
1609111409,0,0,1
1609111463,406,236,0
1609111677,0,0,1
1609113260,171,44,0
1609115060,306,95,0
1609115128,0,0,1
1609115657,0,0,1
1609115668,0,0,1
1609115712,0,0,1
1609115722,0,0,1
1609116876,163,29,0
1609117497,0,0,1
1609117499,0,0,1
1609124716,1131,333,0
1609169785,5812,3880,0
1609170353,0,0,1
1609170353,0,0,1
1609170353,0,0,1
1609170427,0,0,1
1609170622,0,0,1
1609170650,0,0,1
1609171564,269,265,0
1609173014,0,0,1
1609173307,0,0,1
1609173680,0,0,1
1609174099,322,59,0
1609174301,0,0,1
1609174301,0,0,1
1609175915,209,907,0
1609175995,0,0,1
