#Original SB trace
#Timestamp,Adds,Deletes,Queries,ServerTime,ClientTime,Comm
1608510402,0,0,1,0,0,360
1608510413,0,0,1,0,0,360
1608510457,0,0,1,0,0,360
1608510467,0,0,1,0,0,360
1608511621,163,29,0,0,0,1842
1608512242,0,0,1,0,0,360
1608512244,0,0,1,0,0,150
1608519461,1131,333,0,0,0,6615
1608564530,5812,3880,0,0,0,32112
1608565098,0,0,1,0,0,360
1608565098,0,0,1,0,0,360
1608565098,0,0,1,0,0,360
1608565172,0,0,1,0,0,360
1608565367,0,0,1,0,0,360
1608565395,0,0,1,0,0,360
1608566309,269,265,0,0,0,2447
1608567759,0,0,1,0,0,360
1608568052,0,0,1,0,0,360
1608568425,0,0,1,0,0,360
1608568844,322,59,0,0,0,1942
1608569046,0,0,1,0,0,360
1608569046,0,0,1,0,0,360
1608570660,209,907,0,0,0,4031
1608570740,0,0,1,0,0,360
1608592439,3858,3072,0,0,0,20455
1608593614,0,0,1,0,0,360
1608593872,0,0,1,0,0,150
1608594041,0,0,1,0,0,360
1608594099,0,0,1,0,0,360
1608594162,0,0,1,0,0,360
1608594223,208,66,0,0,0,6518
1608594408,0,0,1,0,0,360
1608594524,0,0,1,0,0,360
1608594598,0,0,1,0,0,360
1608594749,0,0,1,0,0,360
1608594950,0,0,1,0,0,360
1608596046,214,69,0,0,0,1922
1608597817,278,121,0,0,0,5380
1608599616,268,72,0,0,0,2171
1608604204,652,280,0,0,0,5122
1608604219,0,0,1,0,0,360
1608605276,0,0,1,0,0,360
1608605276,0,0,1,0,0,360
1608605414,0,0,1,0,0,360
1608605572,0,0,1,0,0,360
1608605981,215,65,0,0,0,4486
1608607754,236,103,0,0,0,2130
1608609398,0,0,1,0,0,360
1608609411,0,0,1,0,0,360
1608609452,0,0,1,0,0,360
1608609961,277,56,0,0,0,3738
1608611754,273,150,0,0,0,2427
1608613581,209,89,0,0,0,5038
1608613978,0,0,1,0,0,360
1608613990,0,0,1,0,0,360
1608614019,0,0,1,0,0,360
1608614317,0,0,1,0,0,360
1608614507,0,0,1,0,0,360
1608614832,0,0,1,0,0,360
1608615385,165,188,0,0,0,2104
1608616424,0,0,1,0,0,360
1608616589,0,0,1,0,0,360
1608616858,0,0,1,0,0,360
1608616932,0,0,1,0,0,360
1608617201,214,79,0,0,0,1995
1608617216,0,0,1,0,0,360
1608617343,0,0,1,0,0,411
1608617379,0,0,1,0,0,360
1608617528,0,0,1,0,0,360
1608617686,0,0,1,0,0,360
1608617854,0,0,1,0,0,360
1608617922,0,0,1,0,0,360
1608617922,0,0,1,0,0,360
1608617945,0,0,1,0,0,360
1608617963,0,0,1,0,0,360
1608618301,0,0,1,0,0,150
1608618603,0,0,1,0,0,150
1608619015,0,0,1,0,0,360
1608619018,209,62,0,0,0,1806
1608653638,4812,2956,0,0,0,28065
1608655684,0,0,1,0,0,360
1608655713,0,0,1,0,0,360
1608656617,0,0,1,0,0,360
1608658149,651,1104,0,0,0,6121
1608658708,0,0,1,0,0,150
1608658856,0,0,1,0,0,360
1608658871,0,0,1,0,0,360
1608658872,0,0,1,0,0,360
1608658872,0,0,1,0,0,360
1608658894,0,0,1,0,0,360
1608658973,0,0,1,0,0,360
1608659571,0,0,1,0,0,360
1608659855,0,0,1,0,0,360
1608659978,325,72,0,0,0,2278
1608660230,0,0,1,0,0,360
1608661590,0,0,1,0,0,360
1608661593,0,0,1,0,0,360
1608661791,369,156,0,0,0,3982
1608663584,226,313,0,0,0,2497
1608663896,0,0,1,0,0,360
1608664738,0,0,1,0,0,360
1608665087,0,0,1,0,0,150
1608665367,345,124,0,0,0,2287
1608677895,0,0,1,0,0,360
1608677920,0,0,1,0,0,360
1608678328,0,0,1,0,0,360
1608678651,0,0,1,0,0,360
1608679089,2181,809,0,0,0,10527
1608679236,0,0,1,0,0,360
1608680224,0,0,1,0,0,360
1608680885,305,61,0,0,0,2270
1608682676,336,91,0,0,0,2909
1608684474,376,308,0,0,0,3137
1608686242,0,0,1,0,0,360
1608686244,269,202,0,0,0,3312
1608686378,0,0,1,0,0,360
1608686387,0,0,1,0,0,360
1608687256,0,0,1,0,0,360
1608688025,119,98,0,0,0,3506
1608689701,0,0,1,0,0,360
1608689731,0,0,1,0,0,360
1608689814,0,0,1,0,0,360
1608689816,212,84,0,0,0,1961
1608691598,192,51,0,0,0,2856
1608693406,197,34,0,0,0,1779
1608695990,0,0,1,0,0,360
1608696875,0,0,1,0,0,360
1608697284,519,194,0,0,0,3714
1608697650,0,0,1,0,0,360
1608697692,0,0,1,0,0,150
1608698822,0,0,1,0,0,360
1608698822,0,0,1,0,0,360
1608698853,0,0,1,0,0,360
1608699087,192,253,0,0,0,3309
1608699519,0,0,1,0,0,360
1608699694,0,0,1,0,0,360
1608699855,0,0,1,0,0,360
1608700091,0,0,1,0,0,360
1608700147,0,0,1,0,0,360
1608700147,0,0,1,0,0,360
1608700262,0,0,1,0,0,360
1608700668,0,0,1,0,0,360
1608700668,0,0,1,0,0,360
1608700899,214,46,0,0,0,2084
1608700930,0,0,1,0,0,360
1608702164,0,0,1,0,0,150
1608702723,300,221,0,0,0,3410
1608744580,0,0,1,0,0,150
1608745426,5545,4473,0,0,0,31926
1608747234,305,209,0,0,0,2413
1608747803,0,0,1,0,0,150
1608748561,0,0,1,0,0,150
1608748747,0,0,1,0,0,360
1608749050,218,33,0,0,0,1622
1608749392,0,0,1,0,0,150
1608749752,0,0,1,0,0,150
1608750137,0,0,1,0,0,150
1608750588,0,0,1,0,0,150
1608750821,295,104,0,0,0,3233
1608751084,0,0,1,0,0,150
1608751418,0,0,1,0,0,150
1608751787,0,0,1,0,0,150
1608752038,0,0,1,0,0,360
1608752220,0,0,1,0,0,150
1608752340,0,0,1,0,0,360
1608752625,214,33,0,0,0,1771
1608752689,0,0,1,0,0,150
1608753005,0,0,1,0,0,150
1608756512,669,65,0,0,0,3305
1608756744,0,0,1,0,0,150
1608757446,0,0,1,0,0,360
1608757446,0,0,1,0,0,360
1608757568,0,0,1,0,0,360
1608757725,0,0,1,0,0,685
1608757940,0,0,1,0,0,360
1608758166,0,0,1,0,0,360
1608758338,170,34,0,0,0,1504
1608758779,0,0,1,0,0,360
1608769215,1731,1139,0,0,0,11221
1608769316,0,0,1,0,0,360
1608769633,0,0,1,0,0,360
1608770289,0,0,1,0,0,360
1608771004,168,251,0,0,0,3458
1608772198,0,0,1,0,0,360
1608772811,289,41,0,0,0,2090
1608773856,0,0,1,0,0,150
1608774588,193,36,0,0,0,1811
1608776360,203,63,0,0,0,1919
1608778054,0,0,1,0,0,360
1608778150,259,52,0,0,0,2031
1608779963,139,14,0,0,0,1742
1608779997,0,0,1,0,0,360
1608781770,297,118,0,0,0,3611
1608783252,0,0,1,0,0,360
1608783583,188,172,0,0,0,3230
1608785076,0,0,1,0,0,360
1608785580,418,113,0,0,0,2883
1608786537,0,0,1,0,0,360
1608787409,264,190,0,0,0,2581
1608789207,216,83,0,0,0,2093
1608801531,1485,1227,0,0,0,10443
1608832070,3565,3172,0,0,0,22261
1608836513,716,236,0,0,0,3914
1608838442,284,168,0,0,0,2589
1608843178,0,0,1,0,0,360
1608847499,1538,712,0,0,0,8280
1608847501,0,0,1,0,0,360
1608853690,0,0,1,0,0,360
1608855351,0,0,1,0,0,360
1608856870,1144,580,0,0,0,9049
1608856877,0,0,1,0,0,655
1608857005,0,0,1,0,0,360
1608857716,0,0,1,0,0,360
1608858557,0,0,1,0,0,360
1608858663,192,34,0,0,0,3157
1608859471,0,0,1,0,0,360
1608859502,0,0,1,0,0,360
1608859732,0,0,1,0,0,360
1608859732,0,0,1,0,0,360
1608860070,0,0,1,0,0,360
1608860142,0,0,1,0,0,360
1608860142,0,0,1,0,0,360
1608860142,0,0,1,0,0,695
1608860306,0,0,1,0,0,150
1608860448,163,36,0,0,0,1691
1608860607,0,0,1,0,0,150
1608861289,0,0,1,0,0,150
1608862262,166,31,0,0,0,1933
1608864033,182,29,0,0,0,2395
1608864692,0,0,1,0,0,360
1608864799,0,0,1,0,0,360
1608865319,0,0,1,0,0,360
1608865835,126,15,0,0,0,1591
1608867121,0,0,1,0,0,360
1608867632,82,174,0,0,0,1829
1608868052,0,0,1,0,0,360
1608868062,0,0,1,0,0,360
1608869439,89,28,0,0,0,1858
1608871256,96,8,0,0,0,1374
1608873113,99,21,0,0,0,1425
1608874934,113,26,0,0,0,1472
1608909776,2449,1783,0,0,0,17726
1608909825,0,0,1,0,0,380
1608910267,0,0,1,0,0,380
1608910571,0,0,1,0,0,380
1608910658,0,0,1,0,0,380
1608911128,0,0,1,0,0,380
1608917942,721,1144,0,0,0,6786
1608919746,188,19,0,0,0,1493
1608920727,0,0,1,0,0,360
1608921525,151,4,0,0,0,1400
1608921847,0,0,1,0,0,360
1608931177,673,397,0,0,0,5115
1608931707,0,0,1,0,0,360
1608932968,76,0,0,0,0,1064
1608935028,137,13,0,0,0,1300
1608935557,0,0,1,0,0,360
1608936385,0,0,1,0,0,360
1608936599,0,0,1,0,0,150
1608936826,130,8,0,0,0,1665
1608936904,0,0,1,0,0,150
1608937254,0,0,1,0,0,150
1608937651,0,0,1,0,0,150
1608938249,0,0,1,0,0,150
1608938554,0,0,1,0,0,150
1608938656,179,3,0,0,0,1855
1608939007,0,0,1,0,0,150
1608939174,0,0,1,0,0,360
1608939189,0,0,1,0,0,360
1608939411,0,0,1,0,0,150
1608939682,0,0,1,0,0,360
1608939761,0,0,1,0,0,150
1608940456,121,7,0,0,0,3029
1608940555,0,0,1,0,0,360
1608942240,113,134,0,0,0,1813
1608944051,94,14,0,0,0,1815
1608945869,116,8,0,0,0,4279
1608946301,0,0,1,0,0,360
1608947672,122,11,0,0,0,1372
1608949455,89,15,0,0,0,1401
1608951255,81,18,0,0,0,1429
1608953068,56,13,0,0,0,1174
1608954881,51,11,0,0,0,1467
1608956680,65,20,0,0,0,1272
1608964717,0,0,1,0,0,360
1608968940,0,0,1,0,0,360
1608969929,0,0,1,0,0,360
1608975011,0,0,1,0,0,360
1608975564,0,0,1,0,0,360
1608978862,0,0,1,0,0,360
1608991627,0,0,1,0,0,360
1608992432,0,0,1,0,0,360
1608994676,0,0,1,0,0,360
1608996830,0,0,1,0,0,360
1609002256,2920,2411,0,0,0,21425
1609002696,0,0,1,0,0,360
1609002709,0,0,1,0,0,360
1609002813,0,0,1,0,0,695
1609003534,0,0,1,0,0,360
1609003700,0,0,1,0,0,360
1609004053,195,191,0,0,0,2181
1609004424,0,0,1,0,0,360
1609004494,0,0,1,0,0,360
1609004788,0,0,1,0,0,360
1609005194,0,0,1,0,0,360
1609005211,0,0,1,0,0,360
1609005229,0,0,1,0,0,360
1609005825,0,0,1,0,0,360
1609006098,255,201,0,0,0,2376
1609007892,169,708,0,0,0,3413
1609008181,0,0,1,0,0,360
1609008181,0,0,1,0,0,360
1609008571,0,0,1,0,0,360
1609009695,209,41,0,0,0,1674
1609009987,0,0,1,0,0,360
1609012056,0,0,1,0,0,360
1609012087,0,0,1,0,0,360
1609012908,362,61,0,0,0,2529
1609016138,0,0,1,0,0,360
1609016181,0,0,1,0,0,360
1609016442,268,154,0,0,0,3055
1609016591,0,0,1,0,0,360
1609016889,0,0,1,0,0,360
1609017770,0,0,1,0,0,360
1609018238,127,22,0,0,0,1430
1609018259,0,0,1,0,0,360
1609018259,0,0,1,0,0,360
1609018371,0,0,1,0,0,360
1609018480,0,0,1,0,0,360
1609018666,0,0,1,0,0,360
1609018666,0,0,1,0,0,360
1609018755,0,0,1,0,0,150
1609019304,0,0,1,0,0,360
1609019305,0,0,1,0,0,360
1609020065,226,30,0,0,0,1630
1609021844,79,22,0,0,0,1096
1609030070,512,59,0,0,0,3094
1609030596,0,0,1,0,0,360
1609030644,0,0,1,0,0,360
1609030778,0,0,1,0,0,360
1609031870,100,129,0,0,0,1669
1609033693,85,24,0,0,0,1244
1609034284,0,0,1,0,0,360
1609034384,0,0,1,0,0,360
1609034384,0,0,1,0,0,360
1609035465,159,25,0,0,0,2031
1609036008,0,0,1,0,0,360
1609037228,0,0,1,0,0,360
1609037285,142,54,0,0,0,2009
1609037496,0,0,1,0,0,360
1609038365,0,0,1,0,0,360
1609038381,0,0,1,0,0,360
1609038637,0,0,1,0,0,360
1609038658,0,0,1,0,0,360
1609038696,0,0,1,0,0,360
1609046493,754,232,0,0,0,6927
1609046506,0,0,1,0,0,360
1609046526,0,0,1,0,0,360
1609046762,0,0,1,0,0,360
1609047089,0,0,1,0,0,360
1609047369,0,0,1,0,0,360
1609048156,0,0,1,0,0,360
1609048320,103,26,0,0,0,2628
1609049620,0,0,1,0,0,360
1609050132,86,12,0,0,0,2564
1609088215,3491,3533,0,0,0,26382
1609088346,0,0,1,0,0,360
1609088375,0,0,1,0,0,360
1609088582,0,0,1,0,0,150
1609088950,0,0,1,0,0,150
1609089270,0,0,1,0,0,150
1609089634,0,0,1,0,0,150
1609090018,240,34,0,0,0,1812
1609090020,0,0,1,0,0,150
1609090358,0,0,1,0,0,150
1609091170,0,0,1,0,0,360
1609091174,0,0,1,0,0,150
1609091198,0,0,1,0,0,360
1609091831,140,12,0,0,0,1382
1609093056,0,0,1,0,0,360
1609093061,0,0,1,0,0,360
1609093612,181,29,0,0,0,1445
1609095442,169,121,0,0,0,2187
