DB Matrix Hint
65536    190879    74933673
131072   570834    84862217
262144   1040037   304241525
524288   2067249   333563633
1048576  4073740   1352283400
2097152  7717167   1582194200
4194304  15479169  5614150400
8388608  30709635  6905784400
