# benchmark_updates -numRows=2000000 -pirType=Matrix
     NumUpdates  UpdateServerTime[us]  UpdateClientTime[us]           UpdateBytes    ClientBytes  OnlineServerTime[us]  OnlineClientTime[us]    OnlineBytes
         447000                    19                 39949                  5593              0                  6873                   466          34640
         448000                    21                 60769                  5592              0                  7235                   502          34644
         449000                    21                 40703                  5592              0                  6932                   443          34648
         450000                    25                 44494                  5593              0                  6910                   434          34652
         451000                    21                 64980                  5595              0                  7075                   466          34656
         452000                    22                 40190                  5595              0                  6770                   407          34660
         453000                    26                 39738                  5591              0                  7055                   438          34664
         454000                    23                 63784                  5592              0                  7006                   504          34668
         455000                    33                 40468                  5594              0                  6829                   466          34670
         456000                    23                 41430                  5593              0                  7161                   433          34674
         457000                    31                 61136                  5592              0                  7088                   475          34678
         458000                    20                 40462                  5593              0                  6888                   469          34682
         459000                    22                 40830                  5594              0                  7072                   451          34686
         460000                    19                 82136                  5592              0                  6984                   472          34690
         461000                    24                 40347                  5593              0                  7379                   502          34694
         462000                    35                 41438                  5593              0                  7203                   433          34698
         463000                    31                 62244                  5589              0                  7109                   471          34702
         464000                    21                 39929                  5593              0                  7015                   464          34706
         465000                    23                 40316                  5593              0                  7128                   451          34710
         466000                    28                 42048                  5595              0                  7326                   472          34712
         467000                    22                 41344                  5592              0                  7136                   480          34716
         468000                    20                 40609                  5592              0                  7029                   441          34720
         469000                    21                 60313                  5594              0                  8737                   769          34724
         470000                    21                 40459                  5593              0                  6859                   438          34728
         471000                    22                 39777                  5590              0                  6932                   437          34732
         472000                    20                 41359                  5594              0                  8504                   714          34736
         473000                    22                 41217                  5591              0                  6976                   426          34740
         474000                    19                 41986                  5594              0                  7510                   463          34742
         475000                    30                288096                  5590              0                  7103                   486          34746
         476000                    21                 40231                  5595              0                  7004                   405          34750
         477000                    24                 46810                  5593              0                  7145                   452          34754
         478000                    18                 61081                  5595              0                  7173                   672          34758
         479000                    21                 40143                  5589              0                  6988                   426          34762
         480000                    20                 40571                  5590              0                  7160                   429          34766
         481000                    22                 63029                  5588              0                  8931                   713          34770
         482000                    21                 40679                  5593              0                  7070                   444          34774
         483000                    23                 41527                  5592              0                  7253                   426          34776
         484000                    20                 62219                  5592              0                  7343                   456          34780
         485000                    23                 40145                  5589              0                  7036                   428          34784
         486000                    19                 39691                  5590              0                  6980                   454          34788
         487000                    21                 64384                  5595              0                  7157                   455          34792
         488000                    24                 40574                  5591              0                  7119                   435          34796
         489000                    20                 40998                  5589              0                  7530                   439          34800
         490000                    22                 63952                  5595              0                  8425                   739          34804
         491000                    21                 40755                  5595              0                  6994                   453          34808
         492000                    23                 40937                  5595              0                  6991                   431          34810
         493000                    20                 42413                  5595              0                  7175                   481          34814
         494000                    21                 41016                  5593              0                  7039                   444          34818
         495000                    18                 41001                  5591              0                  6984                   430          34822
         496000                    26                199297                  5589              0                  7539                   482          34826
         497000                    22                 40090                  5594              0                  7280                   420          34830
         498000                    19                 40930                  5591              0                  7192                   459          34834
         499000                    21                 41215                  5594              0                  7073                   457          34838
         500000                    20                 41159                  5593              0                  7116                   468          34842
         501000                    23                296177                  5591              0                  7215                   478          34846
         502000                    22                 40799                  5593              0                  7013                   423          34848
         503000                    23                 44543                  5593              0                  7223                   500          34852
         504000                    29                301671                  5592              0                  7578                   540          34856
         505000                    23                 40862                  5594              0                  6971                   473          34860
         506000                    22                 41193                  5591              0                  6977                   451          34864
         507000                    27                179400                  5590              0                  7366                   484          34868
         508000                    20                 40382                  5592              0                  6985                   430          34872
         509000                    21                 42227                  5595              0                  6997                   445          34876
         510000                    22                212338                  5589              0                  7016                   452          34878
         511000                    24                 40167                  5593              0                  7047                   406          34882
         512000                    23                 41365                  5589              0                  7165                   446          34886
         513000                    21                301752                  5593              0                  7224                   470          34890
         514000                    22                 40775                  5591              0                  7189                   427          34894
         515000                    20                 41117                  5593              0                  7433                   437          34898
         516000                    22                 63052                  5590              0                  7217                   470          34902
         517000                    22                 40559                  5592              0                  7271                   427          34906
         518000                    19                 40553                  5593              0                  7069                   443          34908
         519000                    17                 42130                  5590              0                  7344                   464          34912
         520000                    23                 42043                  5592              0                  7598                   460          34916
         521000                    21                 42298                  5592              0                  7343                   474          34920
         522000                    19                 67182                  5594              0                  7454                   486          34924
         523000                    21                 40163                  5593              0                  7344                   425          34928
         524000                    34                 40752                  5593              0                  7242                   429          34932
         525000                    23                 44545                  5591              0                  8371                   686          34936
         526000                    20                 40305                  5591              0                  7073                   446          34938
         527000                    20                 40217                  5593              0                  6974                   467          34942
         528000                    36                296200                  5590              0                  7226                   493          34946
         529000                    21                 40439                  5592              0                  7073                   459          34950
         530000                    22                 41877                  5592              0                  7628                   434          34954
         531000                    41                185900                  5592              0                  7329                   522          34958
         532000                    21                 41730                  5591              0                  7335                   438          34962
         533000                    23                 41021                  5591              0                  7048                   474          34966
         534000                    28                304498                  5592              0                  7333                   456          34970
         535000                    23                 41260                  5590              0                  7047                   411          34972
         536000                    20                 41114                  5589              0                  7504                   473          34976
         537000                    21                 63665                  5594              0                  7080                   441          34980
         538000                    22                 40738                  5591              0                  7182                   435          34984
         539000                    20                 41507                  5592              0                  7151                   446          34988
         540000                    20                 41295                  5592              0                  7347                   477          34992
         541000                    22                 41784                  5591              0                  7307                   443          34996
         542000                    23                 41349                  5593              0                  7058                   456          35000
         543000                    18                 45046                  5593              0                  7583                   422          35002
         544000                    21                 41332                  5591              0                  7111                   454          35006
         545000                    21                 41785                  5588              0                  7247                   421          35010
         546000                    49                 42577                  5590              0                  8738                  1162          35014
         547000                    21                 41997                  5592              0                  7153                   457          35018
         548000                    20                 41019                  5594              0                  7407                   449          35022
         549000                    23                 63999                  5593              0                  7363                   467          35026
         550000                    24                 42045                  5594              0                  7179                   437          35030
         551000                    20                 41490                  5592              0                  7205                   458          35032
         552000                    22                 45191                  5591              0                  7417                   465          35036
         553000                    24                 42046                  5591              0                  7095                   425          35040
         554000                    20                 41558                  5596              0                  7188                   430          35044
         555000                    23                 66348                  5592              0                  8530                   643          35048
         556000                    21                 41256                  5592              0                  7167                   416          35052
         557000                    22                 42546                  5594              0                  7389                   441          35056
         558000                    19                 63934                  5593              0                  7314                   458          35060
         559000                    22                 42176                  5595              0                  7502                   436          35062
         560000                    22                 42407                  5591              0                  7316                   455          35066
         561000                    40                 45070                  5595              0                  7956                   643          35070
         562000                    21                 41483                  5593              0                  7233                   423          35074
         563000                    20                 41879                  5596              0                  7357                   473          35078
         564000                    22                 62544                  5591              0                  8388                   961          35082
         565000                    19                 42177                  5592              0                  6935                   490          35086
         566000                    22                 42380                  5592              0                  7406                   463          35090
         567000                    20                 64086                  5590              0                  7186                   494          35092
         568000                    22                 43186                  5595              0                  7053                   422          35096
         569000                    23                 41365                  5592              0                  7263                   429          35100
         570000                    22                 41754                  5589              0                  7377                   491          35104
         571000                    20                 42230                  5595              0                  7179                   494          35108
         572000                    20                 42242                  5592              0                  7133                   450          35112
         573000                    29                292240                  5590              0                  7286                   466          35116
         574000                    23                 41763                  5592              0                  7166                   449          35120
         575000                    22                 41748                  5593              0                  7317                   445          35122
         576000                    29                203059                  5587              0                  7240                   448          35126
         577000                    22                 41827                  5591              0                  7110                   462          35130
         578000                    23                 42571                  5592              0                  7324                   455          35134
         579000                    20                 41154                  5592              0                  7156                   473          35138
         580000                    20                 42009                  5590              0                  7243                   451          35142
         581000                    23                 63946                  5593              0                  7489                   449          35146
         582000                    20                 42373                  5593              0                  7124                   441          35148
         583000                    25                 41832                  5591              0                  7169                   465          35152
         584000                    21                 45292                  5594              0                  7404                   460          35156
         585000                    20                 42698                  5594              0                  7294                   428          35160
         586000                    22                 41761                  5594              0                  6990                   472          35164
         587000                    18                 63146                  5592              0                  7233                   463          35168
         588000                    20                 42290                  5594              0                  7276                   451          35172
         589000                    22                 48019                  5591              0                  7515                   476          35176
         590000                    21                 43158                  5594              0                  8681                   657          35178
         591000                    20                 41912                  5592              0                  7310                   453          35182
         592000                    20                 42358                  5593              0                  7115                   461          35186
         593000                    21                 62373                  5590              0                  7265                   484          35190
         594000                    21                 41987                  5591              0                  7260                   454          35194
         595000                    21                 48626                  5593              0                  7529                   458          35198
         596000                    21                 64022                  5592              0                  7278                   485          35202
         597000                    23                 42100                  5592              0                  7364                   441          35206
         598000                    22                 42937                  5594              0                  7488                   456          35208
         599000                    21                 64188                  5593              0                  7423                  2235          35212
         600000                    21                 42078                  5593              0                  7030                   429          35216
         601000                    23                 43015                  5593              0                  7819                   494          35220
         602000                    34                 63696                  5593              0                  7582                   469          35224
         603000                    22                 43353                  5593              0                  7252                   436          35228
         604000                    28                 42121                  5591              0                  7256                   437          35232
         605000                    23                 82864                  5587              0                  7705                   485          35234
         606000                    28                 42697                  5593              0                  7498                   473          35238
         607000                    22                 42604                  5590              0                  7479                   439          35242
         608000                    21                 64477                  5592              0                  7390                   472          35246
         609000                    21                 42768                  5592              0                  7278                   493          35250
         610000                    21                 43590                  5592              0                  7358                   437          35254
         611000                    21                 63139                  5593              0                  7297                   510          35258
         612000                    19                 42579                  5594              0                  7372                   454          35260
         613000                    22                 42303                  5592              0                  7585                   459          35264
         614000                    22                 43048                  5594              0                  7339                   474          35268
         615000                    22                 43166                  5592              0                  7209                   438          35272
         616000                    23                 43838                  5590              0                  7327                   445          35276
         617000                    21                 42467                  5596              0                  7499                   452          35280
         618000                    21                 41816                  5587              0                  7225                   421          35284
         619000                    23                 43016                  5595              0                  7686                   470          35286
         620000                    17                 44833                  5590              0                  8193                   541          35290
         621000                    23                 42848                  5594              0                  7222                   423          35294
         622000                    22                 42385                  5592              0                  7400                   434          35298
         623000                    19                 64166                  5590              0                  7555                   463          35302
         624000                    21                 41908                  5589              0                  7195                   461          35306
         625000                    23                 43468                  5592              0                  7436                   449          35310
         626000                    22                 65503                  5592              0                  8415                   653          35312
         627000                    20                 42154                  5593              0                  7281                   420          35316
         628000                    22                 42473                  5592              0                  7262                   457          35320
         629000                    23                 42670                  5590              0                  7824                   516          35324
         630000                    21                 43000                  5592              0                  7193                   441          35328
         631000                    21                 42971                  5594              0                  7320                   433          35332
         632000                    22                 85275                  5592              0                  7412                   507          35336
         633000                    20                 42442                  5594              0                  7138                   433          35340
         634000                    21                 43729                  5592              0                  7684                   479          35342
         635000                    23                 68191                  5591              0                  7194                   502          35346
         636000                    21                 43968                  5590              0                  7481                   439          35350
         637000                    22                 43050                  5595              0                  7399                   446          35354
         638000                    22                 44345                  5590              0                  8724                   741          35358
         639000                    22                 43614                  5593              0                  7419                   451          35362
         640000                    18                 43058                  5592              0                  7469                   443          35366
         641000                    22                 69328                  5593              0                  8046                   494          35368
         642000                    21                 43430                  5596              0                  7251                   432          35372
         643000                    23                 44056                  5595              0                  7530                   496          35376
         644000                    21                 68924                  5593              0                  7448                   492          35380
         645000                    22                 43120                  5592              0                  7357                   462          35384
         646000                    23                 43420                  5591              0                  7507                   469          35388
         647000                    24                 64353                  5590              0                  7499                   482          35392
         648000                    22                 42540                  5592              0                  7196                   497          35394
         649000                    22                 43481                  5588              0                  7414                   441          35398
         650000                    23                 86977                  5589              0                  8517                   694          35402
         651000                    21                 42808                  5591              0                  7434                   442          35406
         652000                    23                 43312                  5592              0                  7250                   423          35410
         653000                    22                 64158                  5593              0                  7534                   476          35414
         654000                    21                 43931                  5595              0                  7423                   435          35416
         655000                    21                 47904                  5594              0                  7465                   465          35420
         656000                    33                 64771                  5595              0                  8660                   758          35424
         657000                    20                 43434                  5594              0                  7222                   543          35428
         658000                    24                 43587                  5594              0                  7261                   460          35432
         659000                    18                 42960                  5593              0                  7404                   485          35436
         660000                    31                184817                  5584              0                  7819                   477          35440
         661000                    22                 42703                  5593              0                  7499                   480          35442
         662000                    23                 43606                  5593              0                  7426                   434          35446
         663000                    22                 43146                  5595              0                  7239                   462          35450
         664000                    20                 43889                  5594              0                  7341                   436          35454
         665000                    23                 43796                  5590              0                  8506                   889          35458
         666000                    20                 42562                  5593              0                  7262                   445          35462
         667000                    20                 43357                  5593              0                  7289                   436          35466
         668000                    21                297512                  5595              0                  7554                   489          35468
         669000                    20                 43553                  5592              0                  7552                   427          35472
         670000                    24                 49362                  5589              0                  7544                   488          35476
         671000                    31                193254                  5593              0                  8046                   487          35480
         672000                    21                 42898                  5592              0                  7193                   425          35484
         673000                    23                 44043                  5590              0                  7455                   434          35488
         674000                    27                204795                  5591              0                  7448                   488          35492
         675000                    21                 43984                  5592              0                  7178                   446          35494
         676000                    22                 44158                  5590              0                  7347                   454          35498
         677000                    20                 43697                  5593              0                  7122                   423          35502
         678000                    20                 43912                  5591              0                  7291                   430          35506
         679000                    21                 43879                  5592              0                  8893                   757          35510
         680000                    21                 44021                  5592              0                  7365                   415          35514
         681000                    21                 50573                  5593              0                  7272                   414          35516
         682000                    42                313917                  5590              0                  7702                   519          35520
         683000                    44                 44219                  5593              0                  7230                   487          35524
         684000                    22                 43440                  5592              0                  7497                   432          35528
         685000                    20                 43559                  5589              0                  7414                   447          35532
         686000                    19                 44650                  5594              0                  7290                   436          35536
         687000                    20                 66992                  5592              0                  7325                   457          35540
         688000                    23                 43015                  5592              0                  7083                   430          35542
         689000                    21                 43988                  5590              0                  7608                   451          35546
         690000                    21                 69156                  5593              0                  7525                   467          35550
         691000                    24                 44559                  5591              0                  7242                   450          35554
         692000                    21                 43287                  5591              0                  7351                   476          35558
         693000                    22                369677                  5591              0                  7588                   470          35562
         694000                    21                 43811                  5596              0                  7201                   524          35564
         695000                    21                 44180                  5594              0                  7653                   440          35568
         696000                    23                213232                  5590              0                  7888                   481          35572
         697000                    23                 44411                  5594              0                  7518                   459          35576
         698000                    20                 44088                  5592              0                  7381                   484          35580
         699000                    27                308436                  5594              0                  7667                   452          35584
         700000                    22                 44997                  5595              0                  7204                   433          35588
         701000                    23                 45163                  5592              0                  7706                   500          35590
         702000                    21                 43976                  5594              0                  7349                   459          35594
         703000                    22                 44449                  5595              0                  7444                   495          35598
         704000                    20                 86830                  5593              0                  7258                   457          35602
         705000                    21                 43995                  5592              0                  7362                   438          35606
         706000                    23                 48239                  5591              0                  7380                   444          35610
         707000                    23                 68983                  5593              0                  7686                   474          35614
         708000                    21                 44083                  5593              0                  7596                   575          35616
         709000                    22                 44404                  5593              0                  7409                   470          35620
         710000                    22                 43595                  5590              0                  7243                   506          35624
         711000                    20                 44048                  5596              0                  7402                   424          35628
         712000                    21                 43281                  5592              0                  7162                   439          35632
         713000                    23                 66980                  5593              0                  7859                   470          35636
         714000                    20                 44152                  5592              0                  7189                   451          35638
         715000                    22                 43436                  5593              0                  7453                   469          35642
         716000                    24                 74325                  5593              0                  7534                   477          35646
         717000                    21                 44286                  5592              0                  7983                   451          35650
         718000                    22                 44782                  5591              0                  7654                   456          35654
         719000                    20                 67238                  5588              0                  7730                   474          35658
         720000                    20                 43561                  5590              0                  7244                   443          35660
         721000                    26                 47188                  5594              0                  7576                   436          35664
         722000                    29                187223                  5595              0                  7413                   521          35668
         723000                    20                 44682                  5593              0                  7376                   422          35672
         724000                    45                 45058                  5587              0                  7638                   482          35676
         725000                    29                293062                  5593              0                  7821                   462          35680
         726000                    22                 44215                  5593              0                  7457                   470          35682
         727000                    22                 45085                  5591              0                  7430                   469          35686
         728000                    32                185910                  5595              0                  7653                   520          35690
         729000                    21                 44477                  5590              0                  7260                   427          35694
         730000                    21                 45445                  5588              0                  7636                   455          35698
         731000                    20                 44684                  5594              0                  7448                   468          35702
         732000                    20                 44746                  5593              0                  7510                   449          35704
         733000                    22                 67115                  5594              0                  7458                   476          35708
         734000                    22                 45497                  5590              0                  7494                   444          35712
         735000                    22                 45045                  5588              0                  7426                   501          35716
