# benchmark_updates -numRows=2000000 -pirType=DPF
     NumUpdates  UpdateServerTime[us]  UpdateClientTime[us]           UpdateBytes    ClientBytes  OnlineServerTime[us]  OnlineClientTime[us]    OnlineBytes
         561000                    24                 41979                  5595              0                 59854                   197           1558
         562000                    20                 42028                  5593              0                 58985                   177           1558
         563000                    20                 42350                  5596              0                 58965                   177           1558
         564000                    22                 65423                  5591              0                 59012                   179           1558
         565000                    23                 42253                  5592              0                 58728                   177           1558
         566000                    21                 41693                  5592              0                 59450                   190           1558
         567000                    30                 64837                  5590              0                 59682                   183           1558
         568000                    32                 41381                  5595              0                 57887                   162           1558
         569000                    21                 42213                  5592              0                 58542                   166           1558
         570000                    20                 43220                  5589              0                 59867                   179           1558
         571000                    20                 42700                  5595              0                 58243                   159           1558
         572000                    22                 41972                  5592              0                 59187                   163           1558
         573000                    30                296825                  5590              0                 59284                   174           1558
         574000                    21                 41814                  5592              0                 58738                   167           1558
         575000                    20                 42400                  5593              0                 59294                   187           1558
         576000                    27                302672                  5587              0                 59504                   184           1558
         577000                    21                 43490                  5591              0                 59875                   171           1558
         578000                    21                 42133                  5592              0                 58361                   163           1558
         579000                    21                 42249                  5592              0                 58515                   164           1558
         580000                    21                 42508                  5590              0                 58746                   178           1558
         581000                    22                 65971                  5593              0                 60282                   197           1558
         582000                    20                 42971                  5593              0                 58588                   179           1558
         583000                    35                 42500                  5591              0                 58245                   166           1558
         584000                    21                 80989                  5594              0                 58810                   188           1558
         585000                    21                 41922                  5594              0                 57965                   160           1558
         586000                    21                 43604                  5594              0                 58552                   199           1558
         587000                    23                 63366                  5592              0                 87149                   287           1558
         588000                    21                 43163                  5594              0                 59869                   168           1558
         589000                    21                 43135                  5591              0                 61342                   183           1558
         590000                    20                 43732                  5594              0                 58930                   175           1558
         591000                    21                 42422                  5592              0                 58413                   165           1558
         592000                    23                 42566                  5593              0                 58761                   161           1558
         593000                    21                 63651                  5590              0                 58988                   183           1558
         594000                    20                 42192                  5591              0                 58603                   166           1558
         595000                    21                 44668                  5593              0                 58099                   172           1558
         596000                    21                 62519                  5592              0                 59430                   184           1558
         597000                    21                 42579                  5592              0                 58103                   190           1558
         598000                    20                 42153                  5594              0                 58329                   154           1558
         599000                    21                 63036                  5593              0                 94608                   273           1558
         600000                    21                 42199                  5593              0                 59234                   186           1558
         601000                    20                 43024                  5593              0                 58427                   160           1558
         602000                    30                 42240                  5593              0                 81622                   252           1558
         603000                    21                 42536                  5593              0                 59696                   171           1558
         604000                    22                 43379                  5591              0                 59750                   172           1558
         605000                    22                 63652                  5587              0                 69836                   235           1558
         606000                    34                 43049                  5593              0                 58722                   178           1558
         607000                    21                 44230                  5590              0                 60725                   171           1558
         608000                    23                 67581                  5592              0                 59595                   175           1558
         609000                    21                 44163                  5592              0                 59106                   161           1558
         610000                    20                 43753                  5592              0                 59466                   167           1558
         611000                    23                 43683                  5593              0                 97368                   247           1558
         612000                    21                 43148                  5594              0                 58883                   170           1558
         613000                    21                 43585                  5592              0                 59533                   174           1558
         614000                    21                 65878                  5594              0                 59875                   189           1558
         615000                    20                 43344                  5592              0                 58684                   187           1558
         616000                    20                 42290                  5590              0                 59111                   160           1558
         617000                    18                 45749                  5596              0                 61295                   243           1558
         618000                    21                 43933                  5587              0                 58346                   158           1558
         619000                    33                 43320                  5595              0                 58804                   160           1558
         620000                    20                 68084                  5590              0                 59678                   198           1558
         621000                    21                 41949                  5594              0                 58206                   163           1558
         622000                    20                 47599                  5592              0                 60231                   174           1558
         623000                    23                 44463                  5590              0                 60325                   170           1558
         624000                    26                 43108                  5589              0                 59805                   163           1558
         625000                    20                 44041                  5592              0                 60283                   188           1558
         626000                    22                 63888                  5592              0                 63912                   249           1558
         627000                    21                 43203                  5593              0                 59548                   169           1558
         628000                    20                 45807                  5592              0                 59619                   159           1558
         629000                    22                 44242                  5590              0                 59916                   172           1558
         630000                    20                 42582                  5592              0                 58746                   182           1558
         631000                    22                 42408                  5594              0                 59334                   167           1558
         632000                    21                 62871                  5592              0                 59061                   180           1558
         633000                    20                 43420                  5594              0                 59365                   169           1558
         634000                    21                 45370                  5592              0                 59237                   185           1558
         635000                    34                 64762                  5591              0                 60551                   187           1558
         636000                    21                 43630                  5590              0                 59475                   164           1558
         637000                    20                 44090                  5595              0                 60124                   167           1558
         638000                    21                 42703                  5590              0                 86445                   303           1558
         639000                    20                 42880                  5593              0                 58794                   155           1558
         640000                    20                 43259                  5592              0                 59103                   158           1558
         641000                    31                 66518                  5593              0                 59737                   184           1558
         642000                    21                 43557                  5596              0                 58640                   164           1558
         643000                    20                 43226                  5595              0                 59175                   159           1558
         644000                    24                 68078                  5593              0                 59354                   174           1558
         645000                    21                 42626                  5592              0                 58865                   178           1558
         646000                    20                 43860                  5591              0                 59546                   162           1558
         647000                    21                 68243                  5590              0                 59333                   166           1558
         648000                    22                 43697                  5592              0                 59089                   173           1558
         649000                    22                 44070                  5588              0                 59605                   159           1558
         650000                    20                 67482                  5589              0                 97100                   274           1558
         651000                    20                 43881                  5591              0                 59391                   176           1558
         652000                    21                 43575                  5592              0                 59015                   166           1558
         653000                    21                 66780                  5593              0                 59474                   174           1558
         654000                    20                 42837                  5595              0                 60403                   170           1558
         655000                    21                 47616                  5594              0                 59943                   167           1558
         656000                    22                 64396                  5595              0                 64706                   220           1558
         657000                    20                 43742                  5594              0                 58829                   152           1558
         658000                    20                 43659                  5594              0                 59236                   160           1558
         659000                    19                 43678                  5593              0                 91995                   290           1558
         660000                    21                 43086                  5584              0                 59322                   163           1558
         661000                    21                 43155                  5593              0                 59978                   161           1558
         662000                    31                293481                  5593              0                 60562                   174           1558
         663000                    21                 42917                  5595              0                 58844                   176           1558
         664000                    20                 43166                  5594              0                 59907                   161           1558
         665000                    21                 83681                  5590              0                 60669                   199           1558
         666000                    21                 43975                  5593              0                 59144                   161           1558
         667000                    21                 43355                  5593              0                 60565                   154           1558
         668000                    28                311313                  5595              0                 62147                   175           1558
         669000                    20                 43473                  5592              0                 58940                   163           1558
         670000                    21                 44167                  5589              0                 59744                   162           1558
         671000                    34                191522                  5593              0                 60949                   197           1558
         672000                    21                 43331                  5592              0                 61427                   168           1558
         673000                    21                 44102                  5590              0                 60001                   201           1558
         674000                    28                186047                  5591              0                 60922                   181           1558
         675000                    21                 43311                  5592              0                 60102                   167           1558
         676000                    21                 44005                  5590              0                 60376                   170           1558
         677000                    35                 44066                  5593              0                 59642                   168           1558
         678000                    20                 44086                  5591              0                 59713                   151           1558
         679000                    19                 48515                  5592              0                 70706                   239           1558
         680000                    29                 42877                  5592              0                 59140                   164           1558
         681000                    20                 42995                  5593              0                 59822                   174           1558
         682000                    28                375066                  5590              0                 60523                   179           1558
         683000                    39                 43619                  5593              0                 58993                   159           1558
         684000                    24                 48589                  5592              0                 59708                   161           1558
         685000                    21                 44608                  5589              0                 59867                   165           1558
         686000                    21                 44312                  5594              0                 59603                   171           1558
         687000                    22                 68232                  5592              0                 59885                   187           1558
         688000                    20                 43829                  5592              0                 58955                   165           1558
         689000                    21                 45655                  5590              0                 59581                   167           1558
         690000                    21                 70249                  5593              0                 61397                   214           1558
         691000                    20                 44030                  5591              0                 59195                   164           1558
         692000                    20                 44788                  5591              0                 61010                   166           1558
         693000                    28                301437                  5591              0                 61595                   169           1558
         694000                    20                 43946                  5596              0                 59921                   154           1558
         695000                    21                 43286                  5594              0                 60955                   164           1558
         696000                    31                299407                  5590              0                 60929                   190           1558
         697000                    20                 44702                  5594              0                 60456                   156           1558
         698000                    20                 44366                  5592              0                 60345                   172           1558
         699000                    28                306195                  5594              0                 60309                   164           1558
         700000                    21                 43343                  5595              0                 59604                   156           1558
         701000                    20                 44247                  5592              0                 60666                   173           1558
         702000                    21                 44327                  5594              0                 59864                   170           1558
         703000                    20                 44431                  5595              0                 59898                   152           1558
         704000                    23                 71591                  5593              0                 60329                   185           1558
         705000                    20                 43952                  5592              0                 59722                   173           1558
         706000                    21                 47426                  5591              0                 59968                   172           1558
         707000                    22                 71169                  5593              0                 60702                   172           1558
         708000                    20                 44470                  5593              0                 61859                   175           1558
         709000                    22                 44128                  5593              0                 59954                   165           1558
         710000                    20                 44542                  5590              0                 62163                   176           1558
         711000                    21                 44302                  5596              0                 61319                   179           1558
         712000                    32                 44790                  5592              0                 60671                   184           1558
         713000                    29                294828                  5593              0                 60337                   164           1558
         714000                    32                 44481                  5592              0                 59717                   154           1558
         715000                    20                 44251                  5593              0                 61206                   171           1558
         716000                    31                313407                  5593              0                 60638                   181           1558
         717000                    20                 43793                  5592              0                 60846                   184           1558
         718000                    36                 45710                  5591              0                 97971                   301           1558
         719000                    23                 46253                  5588              0                 60050                   164           1558
         720000                    21                 43599                  5590              0                 60459                   183           1558
         721000                    29                294306                  5594              0                 61077                   173           1558
         722000                    21                 45044                  5595              0                 60734                   186           1558
         723000                    20                 45230                  5593              0                 60353                   180           1558
         724000                    28                298739                  5587              0                 62244                   207           1558
         725000                    21                 44355                  5593              0                 59809                   173           1558
         726000                    21                 45387                  5592              0                 60037                   165           1558
         727000                    30                308184                  5591              0                 61266                   185           1558
         728000                    23                 46164                  5595              0                 61340                   179           1558
         729000                    21                 45950                  5590              0                 61043                   170           1558
         730000                    28                186888                  5588              0                 62209                   165           1558
         731000                    19                 44880                  5594              0                 60071                   165           1558
         732000                    20                 45859                  5593              0                 61610                   170           1558
         733000                    21                 44212                  5594              0                 60138                   173           1558
         734000                    22                 45039                  5590              0                 59768                   151           1558
         735000                    22                 72239                  5588              0                 61927                   225           1558
         736000                    20                 46141                  5590              0                 60686                   169           1558
         737000                    26                 46524                  5591              0                 59830                   163           1558
         738000                    29                360459                  5594              0                 60991                   166           1558
         739000                    22                 45232                  5591              0                 60239                   162           1558
         740000                    20                 44398                  5593              0                 61420                   166           1558
         741000                    33                196844                  5593              0                 61722                   189           1558
         742000                    20                 44721                  5591              0                 59881                   164           1558
         743000                    21                 47916                  5592              0                 98614                   292           1558
         744000                    21                 45103                  5592              0                 60675                   166           1558
         745000                    20                 46802                  5588              0                 61173                   163           1558
         746000                    26                194446                  5594              0                 61748                   178           1558
         747000                    21                 45445                  5593              0                 60367                   172           1558
         748000                    22                 45156                  5593              0                 60982                   154           1558
         749000                    20                 69982                  5591              0                 62077                   207           1558
         750000                    20                 44692                  5589              0                 63117                   165           1558
         751000                    21                 46674                  5594              0                 61284                   154           1558
         752000                    21                 48953                  5592              0                 62261                   181           1558
         753000                    22                 44690                  5594              0                 60008                   156           1558
         754000                    36                 45239                  5594              0                 61002                   158           1558
         755000                    22                 71654                  5591              0                 61341                   182           1558
         756000                    21                 45138                  5595              0                 60745                   178           1558
         757000                    22                 44699                  5594              0                 60699                   163           1558
         758000                    32                 71345                  5591              0                 62437                   217           1558
         759000                    22                 45061                  5594              0                 62177                   183           1558
         760000                    25                 46375                  5592              0                 60913                   164           1558
         761000                    20                 70498                  5595              0                 61407                   241           1558
         762000                    20                 45363                  5593              0                 60890                   172           1558
         763000                    20                 45201                  5591              0                 61297                   168           1558
         764000                    21                 69086                  5590              0                 62438                   184           1558
         765000                    21                 45012                  5590              0                 61116                   176           1558
         766000                    19                 45350                  5591              0                 60953                   167           1558
         767000                    21                 68514                  5593              0                 61693                   178           1558
         768000                    21                 45096                  5594              0                 60472                   178           1558
         769000                    26                 50223                  5593              0                 61541                   176           1558
         770000                    29                202233                  5592              0                 62027                   174           1558
         771000                    22                 46545                  5594              0                 61772                   170           1558
         772000                    24                 45852                  5593              0                 62750                   168           1558
         773000                    32                 44876                  5593              0                 61129                   177           1558
         774000                    21                 44987                  5591              0                 60736                   156           1558
         775000                    23                 74331                  5596              0                 61540                   187           1558
         776000                    20                 46115                  5590              0                 60531                   173           1558
         777000                    20                 46549                  5595              0                 60547                   170           1558
         778000                    22                 95797                  5588              0                 61941                   180           1558
         779000                    21                 46724                  5594              0                 61870                   192           1558
         780000                    21                 45955                  5586              0                 61012                   168           1558
         781000                    32                198928                  5588              0                 61771                   188           1558
         782000                    21                 45864                  5594              0                 62227                   166           1558
         783000                    23                 51838                  5593              0                 96074                   251           1558
         784000                    20                 45421                  5588              0                 60840                   167           1558
         785000                    20                 46319                  5593              0                 62757                   180           1558
         786000                    23                 73458                  5591              0                 64206                   231           1558
         787000                    31                 46237                  5592              0                 60746                   156           1558
         788000                    22                 49833                  5595              0                 61902                   157           1558
         789000                    22                 72453                  5593              0                 62191                   219           1558
         790000                    20                 45892                  5590              0                 60555                   164           1558
         791000                    21                 46392                  5592              0                 61394                   176           1558
         792000                    20                 69460                  5591              0                 61995                   229           1558
         793000                    22                 47221                  5595              0                 61905                   176           1558
         794000                    21                 45757                  5591              0                 62091                   158           1558
         795000                    23                 85849                  5587              0                 64399                   218           1558
         796000                    21                 47479                  5593              0                 61172                   170           1558
         797000                    22                 46350                  5593              0                 61143                   166           1558
         798000                    21                 69309                  5593              0                 64150                   248           1558
         799000                    21                 47055                  5594              0                 60984                   171           1558
         800000                    21                 52116                  5590              0                 62491                   206           1558
         801000                    22                 89345                  5592              0                 62466                   214           1558
         802000                    31                 46736                  5592              0                 61853                   226           1558
         803000                    21                 47635                  5594              0                 61487                   179           1558
         804000                    20                 68503                  5590              0                 62009                   205           1558
         805000                    21                 46120                  5594              0                 61075                   183           1558
         806000                    21                 47766                  5595              0                 62577                   185           1558
         807000                    25                 49798                  5593              0                116202                   420           1558
         808000                    22                 47244                  5593              0                 61382                   199           1558
         809000                    21                 48068                  5595              0                 61914                   165           1558
         810000                    23                 70793                  5594              0                 62168                   182           1558
         811000                    20                 46018                  5589              0                 61763                   173           1558
         812000                    21                 46273                  5592              0                 62256                   171           1558
         813000                    29                314554                  5591              0                 62500                   208           1558
         814000                    21                 46472                  5592              0                 62343                   207           1558
         815000                    20                 47425                  5592              0                 62185                   172           1558
         816000                    29                308947                  5592              0                 62659                   180           1558
         817000                    20                 46097                  5593              0                 61122                   170           1558
         818000                    21                 46625                  5591              0                 61732                   172           1558
         819000                    20                 45127                  5589              0                 61917                   179           1558
         820000                    22                 46718                  5594              0                 61472                   162           1558
         821000                    21                 69009                  5590              0                 61993                   200           1558
         822000                    20                 46185                  5591              0                 61357                   160           1558
         823000                    21                 46152                  5590              0                 61130                   171           1558
         824000                    31                365637                  5590              0                 62254                   175           1558
         825000                    19                 45560                  5592              0                 63481                   170           1558
         826000                    20                 47464                  5594              0                 61841                   167           1558
         827000                    32                 47529                  5591              0                 61697                   175           1558
         828000                    20                 47163                  5592              0                 62252                   158           1558
         829000                    23                 71351                  5592              0                 62065                   181           1558
         830000                    20                 46388                  5592              0                 60833                   158           1558
         831000                    22                 45982                  5596              0                 61046                   163           1558
         832000                    21                 72505                  5592              0                 62924                   201           1558
         833000                    20                 46399                  5593              0                 62152                   155           1558
         834000                    22                 45366                  5592              0                 62055                   171           1558
         835000                    21                 48952                  5591              0                 63308                   177           1558
         836000                    21                 48486                  5588              0                 61860                   183           1558
         837000                    20                 47130                  5592              0                 62376                   163           1558
         838000                    23                 88869                  5589              0                 62286                   178           1558
         839000                    21                 46336                  5594              0                 60995                   159           1558
         840000                    21                 45258                  5591              0                 61025                   158           1558
         841000                    22                 72689                  5591              0                 62946                   190           1558
         842000                    22                 46281                  5592              0                 62231                   163           1558
         843000                    21                 46821                  5592              0                 63455                   157           1558
         844000                    21                 90158                  5589              0                 63710                   202           1558
         845000                    21                 45780                  5592              0                 62352                   204           1558
         846000                    22                 51431                  5592              0                 61786                   169           1558
         847000                    22                 87984                  5592              0                 62814                   209           1558
         848000                    20                 46401                  5589              0                 62521                   180           1558
         849000                    27                 47312                  5591              0                 61785                   178           1558
